번호,신고일,구정보,주소,유형,조치일
28,2025-12-01,강남구,서울특별시 강남구 논현동 279-96,보도와 차도가 구분된 도로의 차도,2025-12-01
29,2025-12-01,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025-12-01
30,2025-12-01,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025-12-01
31,2025-12-01,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025-12-01
32,2025-12-01,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025-12-01
33,2025-12-01,강남구,서울특별시 강남구 논현동 279-128,보도와 차도가 구분된 도로의 차도,2025-12-01
34,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
35,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
36,2025-12-01,강남구,서울특별시 강남구 논현동 151-30,보도와 차도가 구분된 도로의 차도,2025-12-01
37,2025-12-01,강남구,서울특별시 강남구 논현동 151-31,보도와 차도가 구분된 도로의 차도,2025-12-01
38,2025-12-01,강남구,서울특별시 강남구 대치동 1011-25,보도와 차도가 구분된 도로의 차도,2025-12-01
39,2025-12-01,강남구,서울특별시 강남구 논현동 130-29,보도와 차도가 구분된 도로의 차도,2025-12-01
40,2025-12-01,서초구,서울특별시 서초구 서초동 1375-1,교통섬 내부,2025-12-01
41,2025-12-01,강남구,서울특별시 강남구 논현동 130-29,보도와 차도가 구분된 도로의 차도,2025-12-01
42,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
43,2025-12-01,서초구,서울특별시 서초구 서초동 1366-25,지하철역 전면(5m이내),2025-12-01
44,2025-12-01,강남구,서울특별시 강남구 논현동 215-17,보도와 차도가 구분된 도로의 차도,2025-12-01
45,2025-12-01,서초구,서울특별시 서초구 서초동 1375,상기 사항 외 보도,2025-12-01
46,2025-12-01,서초구,서울특별시 서초구 서초동 1375,상기 사항 외 보도,2025-12-01
47,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
48,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
49,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
50,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
51,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
52,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
53,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
54,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
55,2025-12-01,서초구,서울특별시 서초구 서초동 1404,보도와 차도가 구분된 도로의 차도,2025-12-01
56,2025-12-01,서초구,서울특별시 서초구 서초동 1381,상기 사항 외 보도,2025-12-01
57,2025-12-01,서초구,서울특별시 서초구 서초동 1344-14,상기 사항 외 보도,2025-12-01
58,2025-12-01,강동구,서울특별시 강동구 성내동 553-35,상기 사항 외 보도,2025-12-01
59,2025-12-01,동작구,서울특별시 동작구 흑석동 328,보호구역(어린이·노인·장애인),2025-12-02
60,2025-12-01,종로구,서울특별시 종로구 적선동 156,상기 사항 외 보도,2025-12-01
61,2025-12-01,영등포구,서울특별시 영등포구 대림동 630-7,상기 사항 외 보도,2025-12-01
62,2025-12-01,영등포구,서울특별시 영등포구 대림동 630-7,상기 사항 외 보도,2025-12-01
63,2025-12-01,영등포구,서울특별시 영등포구 대림동 607-1,상기 사항 외 보도,2025-12-01
64,2025-12-01,강동구,서울특별시 강동구 강일동 698,상기 사항 외 보도,2025-12-01
65,2025-12-01,종로구,서울특별시 종로구 행촌동 211,상기 사항 외 보도,2025-12-01
66,2025-12-01,강동구,서울특별시 강동구 고덕동 353-81,자전거 도로,2025-12-01
67,2025-12-01,강동구,서울특별시 강동구 고덕동 352-24,자전거 도로,2025-12-01
68,2025-12-01,서대문구,서울특별시 서대문구 홍은동 376-31,보호구역(어린이·노인·장애인),2025-12-01
69,2025-12-01,영등포구,서울특별시 영등포구 양평동1가 220-5,상기 사항 외 보도,2025-12-01
70,2025-12-01,서대문구,서울특별시 서대문구 홍은동 332-21,보도와 차도가 구분된 도로의 차도,2025-12-01
71,2025-12-01,영등포구,서울특별시 영등포구 문래동6가 10,상기 사항 외 보도,2025-12-01
72,2025-12-01,서대문구,서울특별시 서대문구 홍제동 253-15,상기 사항 외 보도,2025-12-01
73,2025-12-01,은평구,서울특별시 은평구 응암동 86-15,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
74,2025-12-01,동작구,서울특별시 동작구 신대방동 395-61,횡단보도 주변(3m),2025-12-01
75,2025-12-01,동작구,서울특별시 동작구 신대방동 395-61,횡단보도 주변(3m),2025-12-01
76,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,상기 사항 외 보도,2025-12-01
77,2025-12-01,동작구,서울특별시 동작구 신대방동 395-61,점자블록 또는 교통약자 엘리베이터,2025-12-01
78,2025-12-01,강남구,서울특별시 강남구 삼성동 115,횡단보도 주변(3m),2025-12-01
79,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
80,2025-12-01,동작구,서울특별시 동작구 신대방동 395-61,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
81,2025-12-01,강남구,서울특별시 강남구 삼성동 115,횡단보도 주변(3m),2025-12-01
82,2025-12-01,강남구,서울특별시 강남구 삼성동 114-11,보도와 차도가 구분된 도로의 차도,2025-12-01
83,2025-12-01,은평구,서울특별시 은평구 응암동 114-6,보도와 차도가 구분된 도로의 차도,2025-12-01
84,2025-12-01,강남구,서울특별시 강남구 삼성동 172-66,보도와 차도가 구분된 도로의 차도,2025-12-01
85,2025-12-01,강남구,서울특별시 강남구 삼성동 158-16,보도와 차도가 구분된 도로의 차도,2025-12-01
86,2025-12-01,강남구,서울특별시 강남구 대치동 1011,보도와 차도가 구분된 도로의 차도,2025-12-01
87,2025-12-01,강남구,서울특별시 강남구 삼성동 44-13,보도와 차도가 구분된 도로의 차도,2025-12-01
88,2025-12-01,강남구,서울특별시 강남구 대치동 943,보도와 차도가 구분된 도로의 차도,2025-12-01
89,2025-12-01,은평구,서울특별시 은평구 응암동 610-1,보도와 차도가 구분된 도로의 차도,2025-12-01
90,2025-12-01,강동구,서울특별시 강동구 성내동 531,보호구역(어린이·노인·장애인),2025-12-01
91,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,상기 사항 외 보도,2025-12-01
92,2025-12-01,강남구,서울특별시 강남구 대치동 1011,보도와 차도가 구분된 도로의 차도,2025-12-01
93,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
94,2025-12-01,강남구,서울특별시 강남구 대치동 1012-27,보도와 차도가 구분된 도로의 차도,2025-12-01
95,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,상기 사항 외 보도,2025-12-01
96,2025-12-01,노원구,서울특별시 노원구 상계동 159-4,보호구역(어린이·노인·장애인),2025-12-01
97,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
98,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,상기 사항 외 보도,2025-12-01
99,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
100,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
101,2025-12-01,금천구,서울특별시 금천구 가산동 664,횡단보도 주변(3m),2025-12-01
102,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
103,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
104,2025-12-01,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025-12-01
105,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
106,2025-12-01,금천구,서울특별시 금천구 가산동 713,상기 사항 외 보도,2025-12-01
107,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
108,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
109,2025-12-01,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-12-01
110,2025-12-01,강남구,서울특별시 강남구 대치동 316,보도와 차도가 구분된 도로의 차도,2025-12-01
111,2025-12-01,용산구,서울특별시 용산구 원효로3가 131-5,보도와 차도가 구분된 도로의 차도,2025-12-01
112,2025-12-01,강남구,서울특별시 강남구 삼성동 50-4,보도와 차도가 구분된 도로의 차도,2025-12-01
113,2025-12-01,강남구,서울특별시 강남구 대치동 316,보도와 차도가 구분된 도로의 차도,2025-12-01
114,2025-12-01,구로구,서울특별시 구로구 구로동 604-15,점자블록 또는 교통약자 엘리베이터,2025-12-01
115,2025-12-01,금천구,서울특별시 금천구 가산동 343-2,횡단보도 주변(3m),2025-12-01
116,2025-12-01,강남구,서울특별시 강남구 대치동 398,보도와 차도가 구분된 도로의 차도,2025-12-01
117,2025-12-01,구로구,서울특별시 구로구 구로동 604-15,점자블록 또는 교통약자 엘리베이터,2025-12-01
118,2025-12-01,영등포구,서울특별시 영등포구 양평동2가 30-20,상기 사항 외 보도,2025-12-01
119,2025-12-01,노원구,서울특별시 노원구 상계동 159-4,보호구역(어린이·노인·장애인),2025-12-01
120,2025-12-01,송파구,서울특별시 송파구 장지동 917-2,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
121,2025-12-01,노원구,서울특별시 노원구 상계동 168-3,횡단보도 주변(3m),2025-12-01
122,2025-12-01,은평구,서울특별시 은평구 수색동 360-2,상기 사항 외 보도,2025-12-01
123,2025-12-01,송파구,서울특별시 송파구 장지동 894,점자블록 또는 교통약자 엘리베이터,2025-12-01
124,2025-12-01,은평구,서울특별시 은평구 수색동 338-12,자전거 도로,2025-12-01
125,2025-12-01,영등포구,서울특별시 영등포구 양평동2가 37-4,상기 사항 외 보도,2025-12-01
126,2025-12-01,은평구,서울특별시 은평구 수색동 338-12,자전거 도로,2025-12-01
127,2025-12-01,동작구,서울특별시 동작구 상도동 26-36,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
128,2025-12-01,은평구,서울특별시 은평구 수색동 338-12,자전거 도로,2025-12-01
129,2025-12-01,은평구,서울특별시 은평구 수색동 338-12,자전거 도로,2025-12-01
130,2025-12-01,노원구,서울특별시 노원구 중계동 157-60,점자블록 또는 교통약자 엘리베이터,2025-12-01
131,2025-12-01,송파구,서울특별시 송파구 장지동 917-2,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
132,2025-12-01,송파구,서울특별시 송파구 장지동 917-2,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
133,2025-12-01,동작구,서울특별시 동작구 상도동 529,횡단보도 주변(3m),2025-12-01
134,2025-12-01,동작구,서울특별시 동작구 상도동 535-1,횡단보도 주변(3m),2025-12-01
135,2025-12-01,영등포구,서울특별시 영등포구 문래동6가 45-1,상기 사항 외 보도,2025-12-01
136,2025-12-01,송파구,서울특별시 송파구 장지동 917-1,자전거 도로,2025-12-01
137,2025-12-01,송파구,서울특별시 송파구 장지동 917-1,자전거 도로,2025-12-01
138,2025-12-01,은평구,서울특별시 은평구 증산동 264,자전거 도로,2025-12-01
139,2025-12-01,구로구,서울특별시 구로구 구로동 63,보호구역(어린이·노인·장애인),2025-12-01
140,2025-12-01,용산구,서울특별시 용산구 도원동 27,보호구역(어린이·노인·장애인),2025-12-01
141,2025-12-01,영등포구,서울특별시 영등포구 문래동6가 49-1,보도와 차도가 구분된 도로의 차도,2025-12-01
142,2025-12-01,서대문구,서울특별시 서대문구 창천동 448,상기 사항 외 보도,2025-12-01
143,2025-12-01,구로구,서울특별시 구로구 구로동 63,보도와 차도가 구분된 도로의 차도,2025-12-01
144,2025-12-01,용산구,서울특별시 용산구 도원동 1-123,보호구역(어린이·노인·장애인),2025-12-01
145,2025-12-01,마포구,서울특별시 마포구 합정동 424,보도와 차도가 구분된 도로의 차도,2025-12-01
146,2025-12-01,구로구,서울특별시 구로구 구로동 63,보호구역(어린이·노인·장애인),2025-12-01
147,2025-12-01,영등포구,서울특별시 영등포구 문래동6가 43-1,상기 사항 외 보도,2025-12-01
148,2025-12-01,동작구,서울특별시 동작구 대방동 374-4,횡단보도 주변(3m),2025-12-01
149,2025-12-01,강서구,서울특별시 강서구 내발산동 731,보호구역(어린이·노인·장애인),2025-12-01
150,2025-12-01,용산구,서울특별시 용산구 청암동 176,보도와 차도가 구분된 도로의 차도,2025-12-01
151,2025-12-01,마포구,서울특별시 마포구 서교동 369-30,보호구역(어린이·노인·장애인),2025-12-01
152,2025-12-01,강서구,서울특별시 강서구 내발산동 724-32,보호구역(어린이·노인·장애인),2025-12-01
153,2025-12-01,마포구,서울특별시 마포구 합정동 439-8,보도와 차도가 구분된 도로의 차도,2025-12-01
154,2025-12-01,마포구,서울특별시 마포구 합정동 436-31,보도와 차도가 구분된 도로의 차도,2025-12-01
155,2025-12-01,마포구,서울특별시 마포구 합정동 436-31,보도와 차도가 구분된 도로의 차도,2025-12-01
156,2025-12-01,용산구,서울특별시 용산구 청암동 64-1,보도와 차도가 구분된 도로의 차도,2025-12-01
157,2025-12-01,마포구,서울특별시 마포구 합정동 436-31,보도와 차도가 구분된 도로의 차도,2025-12-01
158,2025-12-01,강서구,서울특별시 강서구 내발산동 657-12,보도와 차도가 구분된 도로의 차도,2025-12-01
159,2025-12-01,관악구,서울특별시 관악구 신림동 116-33,지하철역 전면(5m이내),2025-12-01
160,2025-12-01,마포구,서울특별시 마포구 합정동 438-1,보도와 차도가 구분된 도로의 차도,2025-12-01
161,2025-12-01,관악구,서울특별시 관악구 신림동 116-33,지하철역 전면(5m이내),2025-12-01
162,2025-12-01,관악구,서울특별시 관악구 신림동 116-4,지하철역 전면(5m이내),2025-12-01
163,2025-12-01,은평구,서울특별시 은평구 응암동 604-3,상기 사항 외 보도,2025-12-01
164,2025-12-01,금천구,서울특별시 금천구 독산동 291-1,보도와 차도가 구분된 도로의 차도,2025-12-01
165,2025-12-01,동작구,서울특별시 동작구 노량진동 42-7,상기 사항 외 보도,2025-12-01
166,2025-12-01,마포구,서울특별시 마포구 서교동 349,보호구역(어린이·노인·장애인),2025-12-01
167,2025-12-01,도봉구,서울특별시 도봉구 창동 805,보도와 차도가 구분된 도로의 차도,2025-12-01
168,2025-12-01,노원구,서울특별시 노원구 상계동 159-4,횡단보도 주변(3m),2025-12-01
169,2025-12-01,도봉구,서울특별시 도봉구 창동 262-1,보호구역(어린이·노인·장애인),2025-12-01
170,2025-12-01,양천구,서울특별시 양천구 목동 824,보도와 차도가 구분된 도로의 차도,2025-12-01
171,2025-12-01,양천구,서울특별시 양천구 목동 723-1,보도와 차도가 구분된 도로의 차도,2025-12-01
172,2025-12-01,구로구,서울특별시 구로구 구로동 705-44,보호구역(어린이·노인·장애인),2025-12-01
173,2025-12-01,양천구,서울특별시 양천구 목동 943,보도와 차도가 구분된 도로의 차도,2025-12-01
174,2025-12-01,은평구,서울특별시 은평구 응암동 86-6,상기 사항 외 보도,2025-12-01
175,2025-12-01,마포구,서울특별시 마포구 서교동 361-12,보도와 차도가 구분된 도로의 차도,2025-12-01
176,2025-12-01,마포구,서울특별시 마포구 서교동 361-12,보도와 차도가 구분된 도로의 차도,2025-12-01
177,2025-12-01,강서구,서울특별시 강서구 가양동 448-27,보호구역(어린이·노인·장애인),2025-12-01
178,2025-12-01,마포구,서울특별시 마포구 상수동 309-20,보도와 차도가 구분된 도로의 차도,2025-12-01
179,2025-12-01,양천구,서울특별시 양천구 목동 814,보도와 차도가 구분된 도로의 차도,2025-12-01
180,2025-12-01,마포구,서울특별시 마포구 상수동 339-18,보도와 차도가 구분된 도로의 차도,2025-12-01
181,2025-12-01,마포구,서울특별시 마포구 상수동,보도와 차도가 구분된 도로의 차도,2025-12-01
182,2025-12-01,은평구,서울특별시 은평구 녹번동 53-35,보호구역(어린이·노인·장애인),2025-12-01
183,2025-12-01,마포구,서울특별시 마포구 상수동 348-3,보도와 차도가 구분된 도로의 차도,2025-12-01
184,2025-12-01,강서구,서울특별시 강서구 등촌동 709-1,보호구역(어린이·노인·장애인),2025-12-01
185,2025-12-01,강서구,서울특별시 강서구 등촌동 709-6,보도와 차도가 구분된 도로의 차도,2025-12-01
186,2025-12-01,강서구,서울특별시 강서구 등촌동 709-7,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
187,2025-12-01,은평구,서울특별시 은평구 불광동 276-15,횡단보도 주변(3m),2025-12-01
188,2025-12-01,양천구,서울특별시 양천구 목동 904,보도와 차도가 구분된 도로의 차도,2025-12-01
189,2025-12-01,노원구,서울특별시 노원구 공릉동 26-43,상기 사항 외 보도,2025-12-01
190,2025-12-01,마포구,서울특별시 마포구 망원동 420-7,보도와 차도가 구분된 도로의 차도,2025-12-01
191,2025-12-01,마포구,서울특별시 마포구 망원동 420-7,보도와 차도가 구분된 도로의 차도,2025-12-01
192,2025-12-01,마포구,서울특별시 마포구 서교동 349,횡단보도 주변(3m),2025-12-01
193,2025-12-01,강서구,서울특별시 강서구 화곡동 산70-24,점자블록 또는 교통약자 엘리베이터,2025-12-01
194,2025-12-01,강서구,서울특별시 강서구 등촌동 706-1,보호구역(어린이·노인·장애인),2025-12-01
195,2025-12-01,양천구,서울특별시 양천구 목동 903-4,보도와 차도가 구분된 도로의 차도,2025-12-01
196,2025-12-01,강서구,서울특별시 강서구 화곡동 79-14,보도와 차도가 구분된 도로의 차도,2025-12-01
197,2025-12-01,마포구,서울특별시 마포구 서교동 349,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
198,2025-12-01,강서구,서울특별시 강서구 등촌동 709-17,보도와 차도가 구분된 도로의 차도,2025-12-01
199,2025-12-01,노원구,서울특별시 노원구 하계동 288-2,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
200,2025-12-01,관악구,서울특별시 관악구 신림동 808-263,보도와 차도가 구분된 도로의 차도,2025-12-01
201,2025-12-01,강서구,서울특별시 강서구 화곡동 91-13,보도와 차도가 구분된 도로의 차도,2025-12-01
202,2025-12-01,마포구,서울특별시 마포구 망원동 420-23,보도와 차도가 구분된 도로의 차도,2025-12-01
203,2025-12-01,마포구,서울특별시 마포구 망원동 420-23,보도와 차도가 구분된 도로의 차도,2025-12-01
204,2025-12-01,마포구,서울특별시 마포구 서교동 350-2,점자블록 또는 교통약자 엘리베이터,2025-12-01
205,2025-12-01,노원구,서울특별시 노원구 중계동 391-1,보호구역(어린이·노인·장애인),2025-12-01
206,2025-12-01,양천구,서울특별시 양천구 목동 903-4,보도와 차도가 구분된 도로의 차도,2025-12-01
207,2025-12-01,강서구,서울특별시 강서구 화곡동 19-10,보호구역(어린이·노인·장애인),2025-12-01
208,2025-12-01,강서구,서울특별시 강서구 화곡동 19-2,보호구역(어린이·노인·장애인),2025-12-01
209,2025-12-01,노원구,서울특별시 노원구 중계동 364-16,횡단보도 주변(3m),2025-12-01
210,2025-12-01,마포구,서울특별시 마포구 망원동 397-34,보도와 차도가 구분된 도로의 차도,2025-12-01
211,2025-12-01,양천구,서울특별시 양천구 목동 903,보도와 차도가 구분된 도로의 차도,2025-12-01
212,2025-12-01,강서구,서울특별시 강서구 화곡동 1106,버스정류소 및 택시승강장 주변(5m 이내),2025-12-01
213,2025-12-01,마포구,서울특별시 마포구 서교동 350-3,보도와 차도가 구분된 도로의 차도,2025-12-01
214,2025-12-01,마포구,서울특별시 마포구 서교동 350-3,보도와 차도가 구분된 도로의 차도,2025-12-01
215,2025-12-01,노원구,서울특별시 노원구 중계동 360-2,보호구역(어린이·노인·장애인),2025-12-01
216,2025-12-01,마포구,서울특별시 마포구 합정동 402,보도와 차도가 구분된 도로의 차도,2025-12-01
217,2025-12-01,동작구,서울특별시 동작구 신대방동 347-13,상기 사항 외 보도,2025-12-01
218,2025-12-01,도봉구,서울특별시 도봉구 도봉동 637-111,횡단보도 주변(3m),2025-12-01
219,2025-12-01,관악구,서울특별시 관악구 신림동 518-19,횡단보도 주변(3m),2025-12-01
220,2025-12-01,은평구,서울특별시 은평구 대조동 197-1,보도와 차도가 구분된 도로의 차도,2025-12-01
221,2025-12-01,강동구,서울특별시 강동구 성내동 575,보호구역(어린이·노인·장애인),2025-12-01
222,2025-12-01,양천구,서울특별시 양천구 목동 901-8,보도와 차도가 구분된 도로의 차도,2025-12-01
223,2025-12-01,양천구,서울특별시 양천구 목동 901-8,보도와 차도가 구분된 도로의 차도,2025-12-01
224,2025-12-01,도봉구,서울특별시 도봉구 도봉동 637-47,횡단보도 주변(3m),2025-12-01
225,2025-12-01,강서구,서울특별시 강서구 등촌동 666-11,보도와 차도가 구분된 도로의 차도,2025-12-01
226,2025-12-01,마포구,서울특별시 마포구 대흥동 42-3,보도와 차도가 구분된 도로의 차도,2025-12-01
227,2025-12-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-12-01
228,2025-12-01,마포구,서울특별시 마포구 서교동 415,상기 사항 외 보도,2025-12-01
229,2025-12-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-12-01
230,2025-12-01,마포구,서울특별시 마포구 대흥동 804,보도와 차도가 구분된 도로의 차도,2025-12-01
231,2025-12-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-12-01
232,2025-12-01,마포구,서울특별시 마포구 대흥동 42-3,보도와 차도가 구분된 도로의 차도,2025-12-01
233,2025-12-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-12-01
234,2025-12-01,관악구,서울특별시 관악구 신림동 1422-5,횡단보도 주변(3m),2025-12-01
235,2025-12-01,마포구,서울특별시 마포구 대흥동 804,보도와 차도가 구분된 도로의 차도,2025-12-01
236,2025-12-01,마포구,서울특별시 마포구 대흥동 42-3,보도와 차도가 구분된 도로의 차도,2025-12-01
237,2025-12-01,은평구,서울특별시 은평구 응암동 738,상기 사항 외 보도,2025-12-01
238,2025-12-01,관악구,서울특별시 관악구 신림동 1642-6,보호구역(어린이·노인·장애인),2025-12-01
239,2025-12-01,강서구,서울특별시 강서구 마곡동 775-3,보도와 차도가 구분된 도로의 차도,2025-12-01
240,2025-12-01,동작구,서울특별시 동작구 상도동 533-1,보도와 차도가 구분된 도로의 차도,2025-12-01
241,2025-12-01,도봉구,서울특별시 도봉구 도봉동 595-11,상기 사항 외 보도,2025-12-01
242,2025-12-01,송파구,서울특별시 송파구 가락동 69,보도와 차도가 구분된 도로의 차도,2025-12-01
243,2025-12-01,동작구,서울특별시 동작구 상도동 533-1,횡단보도 주변(3m),2025-12-01
244,2025-12-01,송파구,서울특별시 송파구 오금동 164-2,상기 사항 외 보도,2025-12-01
245,2025-12-01,강서구,서울특별시 강서구 화곡동 1130-4,보호구역(어린이·노인·장애인),2025-12-01
246,2025-12-01,은평구,서울특별시 은평구 증산동 199-1,상기 사항 외 보도,2025-12-01
247,2025-12-01,송파구,서울특별시 송파구 오금동 165-1,상기 사항 외 보도,2025-12-01
248,2025-12-01,마포구,서울특별시 마포구 서교동 330-19,상기 사항 외 보도,2025-12-01
249,2025-12-01,강서구,서울특별시 강서구 화곡동 1002-3,보도와 차도가 구분된 도로의 차도,2025-12-01
250,2025-12-01,강서구,서울특별시 강서구 화곡동 1002-3,보도와 차도가 구분된 도로의 차도,2025-12-01
251,2025-12-01,송파구,서울특별시 송파구 가락동 78-3,횡단보도 주변(3m),2025-12-01
252,2025-12-01,송파구,서울특별시 송파구 거여동 11,보호구역(어린이·노인·장애인),2025-12-01
253,2025-12-01,강서구,서울특별시 강서구 마곡동 789-9,보호구역(어린이·노인·장애인),2025-12-01
254,2025-12-01,성북구,서울특별시 성북구 석관동 77-42,보도와 차도가 구분된 도로의 차도,2025-12-01
255,2025-12-01,마포구,서울특별시 마포구 서교동 350-1,보호구역(어린이·노인·장애인),2025-12-01
256,2025-12-01,강서구,서울특별시 강서구 마곡동 789,보도와 차도가 구분된 도로의 차도,2025-12-01
257,2025-12-01,송파구,서울특별시 송파구 가락동 69,횡단보도 주변(3m),2025-12-01
