번호,신고일,구정보,주소,유형,조치일
1,2025.6.1,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025.6.1
2,2025.6.1,강남구,서울특별시 강남구 삼성동 66,보도와 차도가 구분된 도로의 차도,2025.6.1
3,2025.6.1,강남구,서울특별시 강남구 삼성동 21-1,보도와 차도가 구분된 도로의 차도,2025.6.1
4,2025.6.1,강남구,서울특별시 강남구 논현동 279-67,보도와 차도가 구분된 도로의 차도,2025.6.1
5,2025.6.1,강남구,서울특별시 강남구 논현동 115-13,보도와 차도가 구분된 도로의 차도,2025.6.1
6,2025.6.1,강남구,서울특별시 강남구 논현동 279-67,보도와 차도가 구분된 도로의 차도,2025.6.1
7,2025.6.1,강남구,서울특별시 강남구 논현동 279-67,보도와 차도가 구분된 도로의 차도,2025.6.1
8,2025.6.1,강남구,서울특별시 강남구 논현동 115-13,보도와 차도가 구분된 도로의 차도,2025.6.1
9,2025.6.1,강남구,서울특별시 강남구 논현동 115-13,보도와 차도가 구분된 도로의 차도,2025.6.1
10,2025.6.1,강남구,서울특별시 강남구 논현동 115-13,보도와 차도가 구분된 도로의 차도,2025.6.1
11,2025.6.1,강남구,서울특별시 강남구 논현동 279-23,보도와 차도가 구분된 도로의 차도,2025.6.1
12,2025.6.1,강남구,서울특별시 강남구 논현동 115,보도와 차도가 구분된 도로의 차도,2025.6.1
13,2025.6.1,강남구,서울특별시 강남구 논현동 115-1,보도와 차도가 구분된 도로의 차도,2025.6.1
14,2025.6.1,강남구,서울특별시 강남구 논현동 115-1,보도와 차도가 구분된 도로의 차도,2025.6.1
15,2025.6.1,강남구,서울특별시 강남구 논현동 279-65,보도와 차도가 구분된 도로의 차도,2025.6.1
16,2025.6.1,강남구,서울특별시 강남구 논현동 106-4,보도와 차도가 구분된 도로의 차도,2025.6.1
17,2025.6.1,강남구,서울특별시 강남구 논현동 279-23,보도와 차도가 구분된 도로의 차도,2025.6.1
18,2025.6.1,강남구,서울특별시 강남구 논현동 105-7,보도와 차도가 구분된 도로의 차도,2025.6.1
19,2025.6.1,강남구,서울특별시 강남구 논현동 105-8,보도와 차도가 구분된 도로의 차도,2025.6.1
20,2025.6.1,강남구,서울특별시 강남구 논현동 105-7,보도와 차도가 구분된 도로의 차도,2025.6.1
21,2025.6.1,강남구,서울특별시 강남구 논현동 279-45,보도와 차도가 구분된 도로의 차도,2025.6.1
22,2025.6.1,강남구,서울특별시 강남구 논현동 105-7,보도와 차도가 구분된 도로의 차도,2025.6.1
