번호,신고일,구정보,주소,유형,조치일
151,2025-08-01,강남구,서울특별시 강남구 대치동 1012-82,보도와 차도가 구분된 도로의 차도,2025-08-01
152,2025-08-01,양천구,서울특별시 양천구 신정동 984-1,보호구역(어린이·노인·장애인),2025-08-01
153,2025-08-01,강남구,서울특별시 강남구 대치동 1012-82,보도와 차도가 구분된 도로의 차도,2025-08-01
154,2025-08-01,마포구,서울특별시 마포구 망원동 373-9,보도와 차도가 구분된 도로의 차도,2025-08-01
155,2025-08-01,강남구,서울특별시 강남구 대치동 1012-82,보도와 차도가 구분된 도로의 차도,2025-08-01
156,2025-08-01,강남구,서울특별시 강남구 대치동 1012-82,보도와 차도가 구분된 도로의 차도,2025-08-01
157,2025-08-01,마포구,서울특별시 마포구 망원동 482-14,보도와 차도가 구분된 도로의 차도,2025-08-01
158,2025-08-01,강남구,서울특별시 강남구 대치동 1012-82,보도와 차도가 구분된 도로의 차도,2025-08-01
159,2025-08-01,동작구,서울특별시 동작구 흑석동 328-7,보호구역(어린이·노인·장애인),2025-08-01
160,2025-08-01,송파구,서울특별시 송파구 거여동 657-9,횡단보도 주변(3m),2025-08-01
161,2025-08-01,양천구,서울특별시 양천구 신정동 1072,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
162,2025-08-01,송파구,서울특별시 송파구 거여동 607-1,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
163,2025-08-01,송파구,서울특별시 송파구 거여동 607,자전거 도로,2025-08-01
164,2025-08-01,마포구,서울특별시 마포구 성산동 352-8,보도와 차도가 구분된 도로의 차도,2025-08-01
165,2025-08-01,송파구,서울특별시 송파구 거여동 597,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
166,2025-08-01,마포구,서울특별시 마포구 성산동 352-8,보도와 차도가 구분된 도로의 차도,2025-08-01
167,2025-08-01,마포구,서울특별시 마포구 성산동 352-8,보도와 차도가 구분된 도로의 차도,2025-08-01
168,2025-08-01,양천구,서울특별시 양천구 신정동 329-10,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
169,2025-08-01,관악구,서울특별시 관악구 신림동 517-59,횡단보도 주변(3m),2025-08-01
170,2025-08-01,도봉구,서울특별시 도봉구 도봉동 637-76,횡단보도 주변(3m),2025-08-01
171,2025-08-01,양천구,서울특별시 양천구 신정동 276-1,횡단보도 주변(3m),2025-08-01
172,2025-08-01,송파구,서울특별시 송파구 방이동 218-41,보도와 차도가 구분된 도로의 차도,2025-08-01
173,2025-08-01,양천구,서울특별시 양천구 신정동 322-4,횡단보도 주변(3m),2025-08-01
174,2025-08-01,관악구,서울특별시 관악구 신림동 502,횡단보도 주변(3m),2025-08-01
175,2025-08-01,마포구,서울특별시 마포구 서교동 350-1,보도와 차도가 구분된 도로의 차도,2025-08-01
176,2025-08-01,송파구,서울특별시 송파구 마천동 307-4,보도와 차도가 구분된 도로의 차도,2025-08-01
177,2025-08-01,마포구,서울특별시 마포구 서교동 350-3,상기 사항 외 보도,2025-08-01
178,2025-08-01,양천구,서울특별시 양천구 신정동 312-1,보호구역(어린이·노인·장애인),2025-08-01
179,2025-08-01,금천구,서울특별시 금천구 가산동 60-73,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
180,2025-08-01,마포구,서울특별시 마포구 망원동 452-1,보도와 차도가 구분된 도로의 차도,2025-08-01
181,2025-08-01,마포구,서울특별시 마포구 망원동 453-1,보도와 차도가 구분된 도로의 차도,2025-08-01
182,2025-08-01,마포구,서울특별시 마포구 서교동 350-1,보호구역(어린이·노인·장애인),2025-08-01
183,2025-08-01,마포구,서울특별시 마포구 망원동 462-8,보도와 차도가 구분된 도로의 차도,2025-08-01
184,2025-08-01,마포구,서울특별시 마포구 망원동 462-8,보도와 차도가 구분된 도로의 차도,2025-08-01
185,2025-08-01,마포구,서울특별시 마포구 망원동 453-9,보도와 차도가 구분된 도로의 차도,2025-08-01
186,2025-08-01,관악구,서울특별시 관악구 봉천동 979-8,횡단보도 주변(3m),2025-08-01
187,2025-08-01,관악구,서울특별시 관악구 봉천동 978-10,횡단보도 주변(3m),2025-08-01
188,2025-08-01,관악구,서울특별시 관악구 봉천동 979-8,횡단보도 주변(3m),2025-08-01
189,2025-08-01,금천구,서울특별시 금천구 가산동 152-27,보도와 차도가 구분된 도로의 차도,2025-08-01
190,2025-08-01,마포구,서울특별시 마포구 서교동 406,횡단보도 주변(3m),2025-08-01
191,2025-08-01,강서구,서울특별시 강서구 가양동 451-1,지하철역 전면(5m이내),2025-08-01
192,2025-08-01,강서구,서울특별시 강서구 가양동 448-34,지하철역 전면(5m이내),2025-08-01
193,2025-08-01,노원구,서울특별시 노원구 공릉동 583-2,횡단보도 주변(3m),2025-08-01
194,2025-08-01,노원구,서울특별시 노원구 공릉동 583-2,횡단보도 주변(3m),2025-08-01
195,2025-08-01,관악구,서울특별시 관악구 봉천동 979-7,횡단보도 주변(3m),2025-08-01
196,2025-08-01,마포구,서울특별시 마포구 서교동 365-28,상기 사항 외 보도,2025-08-01
197,2025-08-01,금천구,서울특별시 금천구 가산동 237-1,횡단보도 주변(3m),2025-08-01
198,2025-08-01,송파구,서울특별시 송파구 방이동 4,지하철역 전면(5m이내),2025-08-01
199,2025-08-01,강서구,서울특별시 강서구 가양동 448-34,지하철역 전면(5m이내),2025-08-01
200,2025-08-01,관악구,서울특별시 관악구 봉천동 979-7,지하철역 전면(5m이내),2025-08-01
201,2025-08-01,노원구,서울특별시 노원구 공릉동 678-1,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
202,2025-08-01,노원구,서울특별시 노원구 공릉동 683-18,상기 사항 외 보도,2025-08-01
203,2025-08-01,도봉구,서울특별시 도봉구 창동 723-1,횡단보도 주변(3m),2025-08-01
204,2025-08-01,송파구,서울특별시 송파구 방이동 96-3,점자블록 또는 교통약자 엘리베이터,2025-08-01
205,2025-08-01,마포구,서울특별시 마포구 망원동 452-3,보도와 차도가 구분된 도로의 차도,2025-08-01
206,2025-08-01,마포구,서울특별시 마포구 망원동 420-23,보도와 차도가 구분된 도로의 차도,2025-08-01
207,2025-08-01,노원구,서울특별시 노원구 공릉동 60,교통섬 내부,2025-08-01
208,2025-08-01,도봉구,서울특별시 도봉구 창동 293-3,보도와 차도가 구분된 도로의 차도,2025-08-01
209,2025-08-01,마포구,서울특별시 마포구 망원동 397-5,보도와 차도가 구분된 도로의 차도,2025-08-01
210,2025-08-01,마포구,서울특별시 마포구 망원동 394-30,보도와 차도가 구분된 도로의 차도,2025-08-01
211,2025-08-01,양천구,서울특별시 양천구 목동 903-4,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
212,2025-08-01,양천구,서울특별시 양천구 목동 903-4,버스정류소 및 택시승강장 주변(5m 이내),2025-08-01
213,2025-08-01,강남구,서울특별시 강남구 삼성동 109-15,보도와 차도가 구분된 도로의 차도,2025-08-01
214,2025-08-01,강동구,서울특별시 강동구 성내동 450-10,점자블록 또는 교통약자 엘리베이터,2025-08-01
215,2025-08-01,관악구,서울특별시 관악구 신림동 116-5,점자블록 또는 교통약자 엘리베이터,2025-08-01
216,2025-08-01,관악구,서울특별시 관악구 신림동 808-1,점자블록 또는 교통약자 엘리베이터,2025-08-01
217,2025-08-01,양천구,서울특별시 양천구 목동 907-10,보호구역(어린이·노인·장애인),2025-08-01
218,2025-08-01,도봉구,서울특별시 도봉구 창동 324,보도와 차도가 구분된 도로의 차도,2025-08-01
219,2025-08-01,마포구,서울특별시 마포구 합정동 405,보도와 차도가 구분된 도로의 차도,2025-08-01
220,2025-08-01,마포구,서울특별시 마포구 서교동 415,상기 사항 외 보도,2025-08-01
221,2025-08-01,강서구,서울특별시 강서구 등촌동 694-1,보호구역(어린이·노인·장애인),2025-08-01
222,2025-08-01,마포구,서울특별시 마포구 서교동 415,상기 사항 외 보도,2025-08-01
223,2025-08-01,도봉구,서울특별시 도봉구 창동 252-2,보도와 차도가 구분된 도로의 차도,2025-08-01
224,2025-08-01,마포구,서울특별시 마포구 서교동 427,횡단보도 주변(3m),2025-08-01
225,2025-08-01,마포구,서울특별시 마포구 서교동 365-28,횡단보도 주변(3m),2025-08-01
226,2025-08-01,동작구,서울특별시 동작구 상도동 531,횡단보도 주변(3m),2025-08-01
227,2025-08-01,강서구,서울특별시 강서구 등촌동 709-6,보호구역(어린이·노인·장애인),2025-08-01
228,2025-08-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-08-01
229,2025-08-01,관악구,서울특별시 관악구 신림동 1558,횡단보도 주변(3m),2025-08-01
230,2025-08-01,도봉구,서울특별시 도봉구 방학동 720-19,횡단보도 주변(3m),2025-08-01
231,2025-08-01,동작구,서울특별시 동작구 상도동 531-3,보도와 차도가 구분된 도로의 차도,2025-08-01
232,2025-08-01,금천구,서울특별시 금천구 가산동 153-18,보도와 차도가 구분된 도로의 차도,2025-08-01
233,2025-08-01,양천구,서울특별시 양천구 목동 516-14,횡단보도 주변(3m),2025-08-01
234,2025-08-01,관악구,서울특별시 관악구 봉천동 979-8,횡단보도 주변(3m),2025-08-01
235,2025-08-01,강서구,서울특별시 강서구 가양동 1466,횡단보도 주변(3m),2025-08-01
236,2025-08-01,관악구,서울특별시 관악구 봉천동 978-9,횡단보도 주변(3m),2025-08-01
237,2025-08-01,강서구,서울특별시 강서구 가양동 1485,보호구역(어린이·노인·장애인),2025-08-01
238,2025-08-01,관악구,서울특별시 관악구 신림동 713-22,보도와 차도가 구분된 도로의 차도,2025-08-01
239,2025-08-01,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2025-08-01
240,2025-08-01,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2025-08-01
241,2025-08-01,서초구,서울특별시 서초구 양재동 289-12,횡단보도 주변(3m),2025-08-01
242,2025-08-01,강서구,서울특별시 강서구 가양동 448-11,횡단보도 주변(3m),2025-08-01
243,2025-08-01,관악구,서울특별시 관악구 신림동 725-74,횡단보도 주변(3m),2025-08-01
244,2025-08-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-08-01
245,2025-08-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-08-01
246,2025-08-01,마포구,서울특별시 마포구 상암동 1596,보도와 차도가 구분된 도로의 차도,2025-08-01
247,2025-08-01,동작구,서울특별시 동작구 신대방동 362-41,보도와 차도가 구분된 도로의 차도,2025-08-01
248,2025-08-01,송파구,서울특별시 송파구 가락동 69,보도와 차도가 구분된 도로의 차도,2025-08-01
249,2025-08-01,마포구,서울특별시 마포구 서교동 365-29,상기 사항 외 보도,2025-08-01
250,2025-08-01,서대문구,서울특별시 서대문구 북가좌동 359-11,횡단보도 주변(3m),2025-08-01
251,2025-08-01,송파구,서울특별시 송파구 가락동 78-3,횡단보도 주변(3m),2025-08-01
252,2025-08-01,서대문구,서울특별시 서대문구 북가좌동 359-11,횡단보도 주변(3m),2025-08-01
253,2025-08-01,강서구,서울특별시 강서구 등촌동 640-7,보도와 차도가 구분된 도로의 차도,2025-08-01
254,2025-08-01,강동구,서울특별시 강동구 강일동 688,보도와 차도가 구분된 도로의 차도,2025-08-01
255,2025-08-01,마포구,서울특별시 마포구 상암동 1601,보도와 차도가 구분된 도로의 차도,2025-08-01
256,2025-08-01,관악구,서울특별시 관악구 신림동 1467-13,교통섬 내부,2025-08-01
257,2025-08-01,동작구,서울특별시 동작구 신대방동 470-10,횡단보도 주변(3m),2025-08-01
258,2025-08-01,마포구,서울특별시 마포구 상암동 1715-5,보도와 차도가 구분된 도로의 차도,2025-08-01
