번호,신고일,구정보,주소,유형,조치일,,,,,,,,,,,,,,,,,
5355,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5356,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5357,2025.5.28,강남구,서울특별시 강남구 청담동 97-4,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5358,2025.5.28,송파구,서울특별시 송파구 문정동 645-1,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5359,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5360,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5361,2025.5.28,관악구,서울특별시 관악구 봉천동 244-1,보호구역(어린이·노인·장애인),2025.5.28,,,,,,,,,,,,,,,,,
5362,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5363,2025.5.28,강남구,서울특별시 강남구 청담동 92-11,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5364,2025.5.28,구로구,서울특별시 구로구 구로동 222-13,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5365,2025.5.28,서초구,서울특별시 서초구 서초동 1305-1,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5366,2025.5.28,동작구,서울특별시 동작구 신대방동 701-12,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5367,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5368,2025.5.28,강남구,서울특별시 강남구 청담동 77,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5369,2025.5.28,강남구,서울특별시 강남구 청담동 6,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5370,2025.5.28,서초구,서울특별시 서초구 서초동 1417,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5371,2025.5.28,서초구,서울특별시 서초구 서초동 1417,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5372,2025.5.28,관악구,서울특별시 관악구 봉천동 1693-48,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5373,2025.5.28,강남구,서울특별시 강남구 청담동 5-25,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5374,2025.5.28,서초구,서울특별시 서초구 서초동 1317-2,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5375,2025.5.28,서초구,서울특별시 서초구 서초동 1394,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5376,2025.5.28,강남구,서울특별시 강남구 청담동 7-19,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5377,2025.5.28,서초구,서울특별시 서초구 서초동 1318-7,지하철역 전면(5m이내),2025.5.28,,,,,,,,,,,,,,,,,
5378,2025.5.28,서초구,서울특별시 서초구 서초동 1394,지하철역 전면(5m이내),2025.5.28,,,,,,,,,,,,,,,,,
5379,2025.5.28,서초구,서울특별시 서초구 서초동 1317-20,버스정류소 및 택시승강장 주변(5m 이내),2025.5.28,,,,,,,,,,,,,,,,,
5380,2025.5.28,금천구,서울특별시 금천구 가산동 148-1,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5381,2025.5.28,동작구,서울특별시 동작구 대방동 20-124,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5382,2025.5.28,강남구,서울특별시 강남구 삼성동 172-73,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5383,2025.5.28,금천구,서울특별시 금천구 가산동 770-1,점자블록 또는 교통약자 엘리베이터,2025.5.28,,,,,,,,,,,,,,,,,
5384,2025.5.28,강남구,서울특별시 강남구 삼성동 127-12,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5385,2025.5.28,강남구,서울특별시 강남구 삼성동 156-2,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5386,2025.5.28,강남구,서울특별시 강남구 삼성동 156-1,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5387,2025.5.28,강남구,서울특별시 강남구 삼성동 156-1,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5388,2025.5.28,서대문구,서울특별시 서대문구 홍은동 422-1,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5389,2025.5.28,중구,서울특별시 중구 만리동1가 1,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5390,2025.5.28,중구,서울특별시 중구 만리동1가 22-1,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5391,2025.5.28,금천구,서울특별시 금천구 독산동 1160-6,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5392,2025.5.28,금천구,서울특별시 금천구 독산동 1004-13,점자블록 또는 교통약자 엘리베이터,2025.5.28,,,,,,,,,,,,,,,,,
5393,2025.5.28,금천구,서울특별시 금천구 시흥동 1000-129,보호구역(어린이·노인·장애인),2025.5.28,,,,,,,,,,,,,,,,,
5394,2025.5.28,서초구,서울특별시 서초구 서초동 1604-26,보호구역(어린이·노인·장애인),2025.5.28,,,,,,,,,,,,,,,,,
5395,2025.5.28,영등포구,서울특별시 영등포구 당산동4가 32-212,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5396,2025.5.28,영등포구,서울특별시 영등포구 양평동5가 1-1,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5397,2025.5.28,금천구,서울특별시 금천구 가산동 371-27,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5398,2025.5.28,영등포구,서울특별시 영등포구 당산동 37-2,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5399,2025.5.28,송파구,서울특별시 송파구 방이동 76,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5400,2025.5.28,송파구,서울특별시 송파구 방이동 76,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5401,2025.5.28,영등포구,서울특별시 영등포구 문래동4가 6-11,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5402,2025.5.28,영등포구,서울특별시 영등포구 문래동6가 19,보호구역(어린이·노인·장애인),2025.5.28,,,,,,,,,,,,,,,,,
5403,2025.5.28,영등포구,서울특별시 영등포구 문래동4가 46-1,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5404,2025.5.28,서초구,서울특별시 서초구 서초동 1748-51,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5405,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5406,2025.5.28,서초구,서울특별시 서초구 서초동 738-13,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5407,2025.5.28,영등포구,서울특별시 영등포구 당산동2가 40-2,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5408,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5409,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,점자블록 또는 교통약자 엘리베이터,2025.5.28,,,,,,,,,,,,,,,,,
5410,2025.5.28,서초구,서울특별시 서초구 서초동 1748-51,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5411,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5412,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5413,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5414,2025.5.28,서초구,서울특별시 서초구 서초동 산150-127,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5415,2025.5.28,강남구,서울특별시 강남구 대치동 1011-8,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5416,2025.5.28,강남구,서울특별시 강남구 삼성동 172-74,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5417,2025.5.28,영등포구,서울특별시 영등포구 신길동 376,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5418,2025.5.28,강남구,서울특별시 강남구 삼성동 144-14,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5419,2025.5.28,강남구,서울특별시 강남구 삼성동 144-14,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5420,2025.5.28,강남구,서울특별시 강남구 삼성동 144-20,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5421,2025.5.28,강남구,서울특별시 강남구 삼성동 144-29,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5422,2025.5.28,영등포구,서울특별시 영등포구 대림동 1050-17,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5423,2025.5.28,강남구,서울특별시 강남구 대치동 912-23,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5424,2025.5.28,강동구,서울특별시 강동구 고덕동 489,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5425,2025.5.28,영등포구,서울특별시 영등포구 대림동 1082-24,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5426,2025.5.28,서초구,서울특별시 서초구 서초동 1375,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5427,2025.5.28,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5428,2025.5.28,강남구,서울특별시 강남구 대치동 941-23,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5429,2025.5.28,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5430,2025.5.28,강남구,서울특별시 강남구 대치동 1026,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5431,2025.5.28,강남구,서울특별시 강남구 역삼동 785-14,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5432,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5433,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5434,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5435,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5436,2025.5.28,강남구,서울특별시 강남구 역삼동 786-16,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5437,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5438,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5439,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5440,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5441,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5442,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5443,2025.5.28,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5444,2025.5.28,구로구,서울특별시 구로구 구로동 814,버스정류소 및 택시승강장 주변(5m 이내),2025.5.28,,,,,,,,,,,,,,,,,
5445,2025.5.28,금천구,서울특별시 금천구 시흥동 908,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5446,2025.5.28,구로구,서울특별시 구로구 구로동 222-15,버스정류소 및 택시승강장 주변(5m 이내),2025.5.28,,,,,,,,,,,,,,,,,
5447,2025.5.28,동작구,서울특별시 동작구 신대방동 702-3,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5448,2025.5.28,금천구,서울특별시 금천구 시흥동 1000-144,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5449,2025.5.28,동작구,서울특별시 동작구 신대방동 643-1,지하철역 전면(5m이내),2025.5.28,,,,,,,,,,,,,,,,,
5450,2025.5.28,강남구,서울특별시 강남구 논현동 26,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5451,2025.5.28,강남구,서울특별시 강남구 논현동 26,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5452,2025.5.28,강남구,서울특별시 강남구 논현동 27-1,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5453,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5454,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5455,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5456,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5457,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5458,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5459,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5460,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5461,2025.5.28,강남구,서울특별시 강남구 논현동 279-54,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5462,2025.5.28,강남구,서울특별시 강남구 논현동 26,보도와 차도가 구분된 도로의 차도,2025.5.28,,,,,,,,,,,,,,,,,
5463,2025.5.28,금천구,서울특별시 금천구 시흥동 113-192,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5464,2025.5.28,영등포구,서울특별시 영등포구 신길동 1179,상기 사항 외 보도,2025.5.28,,,,,,,,,,,,,,,,,
5465,2025.5.28,금천구,서울특별시 금천구 시흥동 113-118,교통섬 내부,2025.5.28,,,,,,,,,,,,,,,,,
5466,2025.5.28,동작구,서울특별시 동작구 본동 46,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5467,2025.5.28,동작구,서울특별시 동작구 흑석동 340-10,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5468,2025.5.28,구로구,서울특별시 구로구 고척동 60-15,횡단보도 주변(3m),2025.5.28,,,,,,,,,,,,,,,,,
5469,2025.5.28,영등포구,서울특별시 영등포구 대림동 774,버스정류소 및 택시승강장 주변(5m 이내),2025.5.28,,,,,,,,,,,,,,,,,
5470,2025.5.28,서초구,서울특별시 서초구 서초동 1356-7,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5471,2025.5.29,은평구,서울특별시 은평구 응암동 122-21,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5472,2025.5.29,은평구,서울특별시 은평구 응암동 122-20,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5473,2025.5.29,송파구,서울특별시 송파구 장지동 850-2,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5474,2025.5.29,서초구,서울특별시 서초구 양재동 316-5,점자블록 또는 교통약자 엘리베이터,2025.5.29,,,,,,,,,,,,,,,,,
5475,2025.5.29,서초구,서울특별시 서초구 서초동 1376-6,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5476,2025.5.29,서초구,서울특별시 서초구 서초동 1404,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5477,2025.5.29,서초구,서울특별시 서초구 양재동 14-1,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5478,2025.5.29,서초구,서울특별시 서초구 반포동 1-8,자전거 도로,2025.5.29,,,,,,,,,,,,,,,,,
5479,2025.5.29,서초구,서울특별시 서초구 반포동 1-8,자전거 도로,2025.5.29,,,,,,,,,,,,,,,,,
5480,2025.5.29,서초구,서울특별시 서초구 반포동 1-8,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5481,2025.5.29,송파구,서울특별시 송파구 방이동 76,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5482,2025.5.29,강서구,서울특별시 강서구 화곡동 451-23,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5483,2025.5.29,송파구,서울특별시 송파구 방이동 130-7,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5484,2025.5.29,강서구,서울특별시 강서구 화곡동 482,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5485,2025.5.29,송파구,서울특별시 송파구 방이동 219-7,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5486,2025.5.29,강동구,서울특별시 강동구 성내동 429-2,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5487,2025.5.29,강동구,서울특별시 강동구 성내동 450-28,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5488,2025.5.29,강서구,서울특별시 강서구 등촌동 613-2,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5489,2025.5.29,강서구,서울특별시 강서구 등촌동 613-2,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5490,2025.5.29,금천구,서울특별시 금천구 독산동 1088-5,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5491,2025.5.29,강서구,서울특별시 강서구 등촌동 666-69,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5492,2025.5.29,강서구,서울특별시 강서구 등촌동 666-69,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5493,2025.5.29,구로구,서울특별시 구로구 개봉동 481,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5494,2025.5.29,관악구,서울특별시 관악구 신림동 1650-13,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5495,2025.5.29,관악구,서울특별시 관악구 신림동 513,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5496,2025.5.29,강서구,서울특별시 강서구 등촌동 666-69,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5497,2025.5.29,강서구,서울특별시 강서구 화곡동 662-20,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5498,2025.5.29,강서구,서울특별시 강서구 등촌동 642-1,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5499,2025.5.29,관악구,서울특별시 관악구 신림동 537,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5500,2025.5.29,강서구,서울특별시 강서구 등촌동 642-1,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5501,2025.5.29,강서구,서울특별시 강서구 화곡동 662-19,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5502,2025.5.29,강서구,서울특별시 강서구 화곡동 662-19,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5503,2025.5.29,관악구,서울특별시 관악구 신림동 538,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5504,2025.5.29,강서구,서울특별시 강서구 등촌동 666-86,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5505,2025.5.29,강서구,서울특별시 강서구 등촌동 666-86,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5506,2025.5.29,강서구,서울특별시 강서구 화곡동 1089-54,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5507,2025.5.29,관악구,서울특별시 관악구 신림동 757-34,버스정류소 및 택시승강장 주변(5m 이내),2025.5.29,,,,,,,,,,,,,,,,,
5508,2025.5.29,서초구,서울특별시 서초구 양재동 275-5,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5509,2025.5.29,강서구,서울특별시 강서구 가양동 1484-5,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5510,2025.5.29,관악구,서울특별시 관악구 신림동 808-159,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5511,2025.5.29,서초구,서울특별시 서초구 양재동 275-3,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5512,2025.5.29,관악구,서울특별시 관악구 봉천동 711-4,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5513,2025.5.29,강서구,서울특별시 강서구 염창동 284-4,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5514,2025.5.29,관악구,서울특별시 관악구 신림동 808-159,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5515,2025.5.29,관악구,서울특별시 관악구 봉천동 1732-7,점자블록 또는 교통약자 엘리베이터,2025.5.29,,,,,,,,,,,,,,,,,
5516,2025.5.29,관악구,서울특별시 관악구 신림동 808-162,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5517,2025.5.29,강서구,서울특별시 강서구 염창동 284-76,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5518,2025.5.29,동작구,서울특별시 동작구 신대방동 700-2,상기 사항 외 보도,2025.5.29,,,,,,,,,,,,,,,,,
5519,2025.5.29,관악구,서울특별시 관악구 신림동 587-201,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5520,2025.5.29,강서구,서울특별시 강서구 염창동 244-2,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5521,2025.5.29,강동구,서울특별시 강동구 명일동 327-4,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5522,2025.5.29,강동구,서울특별시 강동구 명일동 327-4,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5523,2025.5.29,노원구,서울특별시 노원구 하계동 273-5,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5524,2025.5.29,관악구,서울특별시 관악구 신림동 487,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5525,2025.5.29,노원구,서울특별시 노원구 하계동 284-3,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5526,2025.5.29,노원구,서울특별시 노원구 중계동 377,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5527,2025.5.29,노원구,서울특별시 노원구 하계동 282-1,점자블록 또는 교통약자 엘리베이터,2025.5.29,,,,,,,,,,,,,,,,,
5528,2025.5.29,양천구,서울특별시 양천구 목동 903-4,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5529,2025.5.29,노원구,서울특별시 노원구 하계동 284-3,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5530,2025.5.29,노원구,서울특별시 노원구 중계동 391-1,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5531,2025.5.29,도봉구,서울특별시 도봉구 방학동 726-10,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5532,2025.5.29,송파구,서울특별시 송파구 장지동 839-2,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5533,2025.5.29,노원구,서울특별시 노원구 중계동 391-1,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5534,2025.5.29,관악구,서울특별시 관악구 신림동 1564-76,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5535,2025.5.29,관악구,서울특별시 관악구 신림동 520,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5536,2025.5.29,동작구,서울특별시 동작구 사당동 254-16,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5537,2025.5.29,동작구,서울특별시 동작구 사당동 254-16,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5538,2025.5.29,양천구,서울특별시 양천구 목동 405-1,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5539,2025.5.29,양천구,서울특별시 양천구 목동 408-162,버스정류소 및 택시승강장 주변(5m 이내),2025.5.29,,,,,,,,,,,,,,,,,
5540,2025.5.29,관악구,서울특별시 관악구 신림동 98-50,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5541,2025.5.29,도봉구,서울특별시 도봉구 쌍문동 59-5,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5542,2025.5.29,도봉구,서울특별시 도봉구 쌍문동 301,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5543,2025.5.29,송파구,서울특별시 송파구 문정동 90-3,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5544,2025.5.29,도봉구,서울특별시 도봉구 쌍문동 304,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5545,2025.5.29,관악구,서울특별시 관악구 봉천동 1732-6,횡단보도 주변(3m),2025.5.29,,,,,,,,,,,,,,,,,
5546,2025.5.29,양천구,서울특별시 양천구 신정동 311-8,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
5547,2025.5.29,동작구,서울특별시 동작구 사당동 708-820,보도와 차도가 구분된 도로의 차도,2025.5.29,,,,,,,,,,,,,,,,,
5548,2025.5.29,노원구,서울특별시 노원구 중계동 391-1,보호구역(어린이·노인·장애인),2025.5.29,,,,,,,,,,,,,,,,,
