번호,신고일,구정보,주소,유형,조치일
205,2025-10-01,동작구,서울특별시 동작구 상도동 535-1,횡단보도 주변(3m),2025-10-01
206,2025-10-01,노원구,서울특별시 노원구 하계동 256-23,횡단보도 주변(3m),2025-10-01
207,2025-10-01,노원구,서울특별시 노원구 중계동 391,보호구역(어린이·노인·장애인),2025-10-01
208,2025-10-01,도봉구,서울특별시 도봉구 쌍문동 83-5,버스정류소 및 택시승강장 주변(5m 이내),2025-10-01
209,2025-10-01,노원구,서울특별시 노원구 하계동 256-7,보도와 차도가 구분된 도로의 차도,2025-10-01
210,2025-10-01,노원구,서울특별시 노원구 하계동 256-7,보도와 차도가 구분된 도로의 차도,2025-10-01
211,2025-10-01,노원구,서울특별시 노원구 중계동 360-4,보도와 차도가 구분된 도로의 차도,2025-10-01
212,2025-10-01,노원구,서울특별시 노원구 하계동 256-7,보도와 차도가 구분된 도로의 차도,2025-10-01
213,2025-10-01,동작구,서울특별시 동작구 상도동 210-6,횡단보도 주변(3m),2025-10-01
214,2025-10-01,관악구,서울특별시 관악구 봉천동 41-323,횡단보도 주변(3m),2025-10-01
215,2025-10-01,마포구,서울특별시 마포구 신수동 1-5,보도와 차도가 구분된 도로의 차도,2025-10-01
216,2025-10-01,동작구,서울특별시 동작구 본동 148-9,횡단보도 주변(3m),2025-10-01
217,2025-10-01,마포구,서울특별시 마포구 신수동 85-26,보도와 차도가 구분된 도로의 차도,2025-10-01
218,2025-10-01,강서구,서울특별시 강서구 등촌동 666-3,보도와 차도가 구분된 도로의 차도,2025-10-01
219,2025-10-01,송파구,서울특별시 송파구 가락동 67,보도와 차도가 구분된 도로의 차도,2025-10-01
220,2025-10-01,동작구,서울특별시 동작구 본동 481-2,횡단보도 주변(3m),2025-10-01
221,2025-10-01,마포구,서울특별시 마포구 신수동 19-7,보도와 차도가 구분된 도로의 차도,2025-10-01
222,2025-10-01,관악구,서울특별시 관악구 봉천동 1736,횡단보도 주변(3m),2025-10-01
223,2025-10-01,마포구,서울특별시 마포구 대흥동 42-3,보도와 차도가 구분된 도로의 차도,2025-10-01
224,2025-10-01,관악구,서울특별시 관악구 봉천동 1712-1,보호구역(어린이·노인·장애인),2025-10-01
225,2025-10-01,관악구,서울특별시 관악구 봉천동 1693-38,횡단보도 주변(3m),2025-10-01
226,2025-10-01,마포구,서울특별시 마포구 대흥동 38-16,보도와 차도가 구분된 도로의 차도,2025-10-01
227,2025-10-01,송파구,서울특별시 송파구 가락동 64,보도와 차도가 구분된 도로의 차도,2025-10-01
228,2025-10-01,강서구,서울특별시 강서구 염창동 62-11,보도와 차도가 구분된 도로의 차도,2025-10-01
229,2025-10-01,마포구,서울특별시 마포구 대흥동 3-63,보도와 차도가 구분된 도로의 차도,2025-10-01
230,2025-10-01,관악구,서울특별시 관악구 봉천동 1718-1,횡단보도 주변(3m),2025-10-01
231,2025-10-01,송파구,서울특별시 송파구 방이동 89-28,상기 사항 외 보도,2025-10-01
232,2025-10-01,강서구,서울특별시 강서구 염창동 64-14,보호구역(어린이·노인·장애인),2025-10-01
233,2025-10-01,송파구,서울특별시 송파구 방이동 88-15,상기 사항 외 보도,2025-10-01
234,2025-10-01,관악구,서울특별시 관악구 봉천동 978-8,보호구역(어린이·노인·장애인),2025-10-01
235,2025-10-01,동작구,서울특별시 동작구 신대방동 720,보도와 차도가 구분된 도로의 차도,2025-10-01
236,2025-10-01,강서구,서울특별시 강서구 등촌동 666-67,횡단보도 주변(3m),2025-10-01
237,2025-10-01,은평구,서울특별시 은평구 증산동 199-1,상기 사항 외 보도,2025-10-01
238,2025-10-01,관악구,서울특별시 관악구 신림동 1422-5,횡단보도 주변(3m),2025-10-01
239,2025-10-01,관악구,서울특별시 관악구 신림동 1473-2,보도와 차도가 구분된 도로의 차도,2025-10-01
240,2025-10-01,은평구,서울특별시 은평구 증산동 248,상기 사항 외 보도,2025-10-01
241,2025-10-01,관악구,서울특별시 관악구 신림동 487-23,보호구역(어린이·노인·장애인),2025-10-01
242,2025-10-01,송파구,서울특별시 송파구 잠실동 274,보호구역(어린이·노인·장애인),2025-10-01
243,2025-10-01,송파구,서울특별시 송파구 잠실동 263,보도와 차도가 구분된 도로의 차도,2025-10-01
244,2025-10-01,강동구,서울특별시 강동구 성내동 450-9,보도와 차도가 구분된 도로의 차도,2025-10-01
245,2025-10-01,송파구,서울특별시 송파구 잠실동 260,자전거 도로,2025-10-01
246,2025-10-01,송파구,서울특별시 송파구 잠실동 268,보호구역(어린이·노인·장애인),2025-10-01
247,2025-10-01,서대문구,서울특별시 서대문구 연희동 88-16,보호구역(어린이·노인·장애인),2025-10-01
248,2025-10-01,강동구,서울특별시 강동구 성내동 450-10,보도와 차도가 구분된 도로의 차도,2025-10-01
249,2025-10-01,강동구,서울특별시 강동구 성내동 450-10,보도와 차도가 구분된 도로의 차도,2025-10-01
250,2025-10-01,관악구,서울특별시 관악구 신림동 1676-14,상기 사항 외 보도,2025-10-01
251,2025-10-01,강동구,서울특별시 강동구 강일동 132-12,횡단보도 주변(3m),2025-10-01
252,2025-10-01,송파구,서울특별시 송파구 송파동 1-10,횡단보도 주변(3m),2025-10-01
253,2025-10-01,강서구,서울특별시 강서구 내발산동 742,보도와 차도가 구분된 도로의 차도,2025-10-01
254,2025-10-01,서초구,서울특별시 서초구 서초동 산127-63,버스정류소 및 택시승강장 주변(5m 이내),2025-10-01
255,2025-10-01,서대문구,서울특별시 서대문구 홍은동 361-2,보호구역(어린이·노인·장애인),2025-10-01
256,2025-10-01,서대문구,서울특별시 서대문구 홍은동 361-2,보호구역(어린이·노인·장애인),2025-10-01
257,2025-10-01,서대문구,서울특별시 서대문구 홍은동 361-2,보도와 차도가 구분된 도로의 차도,2025-10-01
