번호,신고일,구정보,주소,유형,조치일,,,,,,,,,,,,,,,,,
1401,2025-11-07,송파구,서울특별시 송파구 가락동 100-2,횡단보도 주변(3m),2025-11-07,,,,,,,,,,,,,,,,,
1402,2025-11-07,송파구,서울특별시 송파구 문정동 618,자전거 도로,2025-11-07,,,,,,,,,,,,,,,,,
1403,2025-11-07,강서구,서울특별시 강서구 화곡동 56-4,보호구역(어린이·노인·장애인),2025-11-07,,,,,,,,,,,,,,,,,
1404,2025-11-07,마포구,서울특별시 마포구 합정동 50-4,버스정류소 및 택시승강장 주변(5m 이내),2025-11-07,,,,,,,,,,,,,,,,,
1405,2025-11-07,강동구,서울특별시 강동구 성내동 606-1,보호구역(어린이·노인·장애인),2025-11-07,,,,,,,,,,,,,,,,,
1406,2025-11-07,송파구,서울특별시 송파구 문정동 644-1,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1407,2025-11-07,강동구,서울특별시 강동구 성내동 490,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1408,2025-11-07,송파구,서울특별시 송파구 풍납동 413-1,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1409,2025-11-07,송파구,서울특별시 송파구 풍납동 501-40,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1410,2025-11-07,관악구,서울특별시 관악구 신림동 1676-14,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1411,2025-11-07,서대문구,서울특별시 서대문구 홍은동 470-1,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1412,2025-11-07,서대문구,서울특별시 서대문구 홍은동 338-146,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1413,2025-11-07,서대문구,서울특별시 서대문구 홍은동 332-21,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1414,2025-11-07,서대문구,서울특별시 서대문구 홍은동 470-1,횡단보도 주변(3m),2025-11-07,,,,,,,,,,,,,,,,,
1415,2025-11-07,서초구,서울특별시 서초구 양재동 212,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1416,2025-11-07,서초구,서울특별시 서초구 양재동 213-1,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1417,2025-11-07,서초구,서울특별시 서초구 양재동 213,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1418,2025-11-07,송파구,서울특별시 송파구 풍납동 506,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1419,2025-11-07,서초구,서울특별시 서초구 양재동 213-5,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1420,2025-11-07,서초구,서울특별시 서초구 양재동 213-6,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1421,2025-11-07,서초구,서울특별시 서초구 양재동 213-6,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1422,2025-11-07,서초구,서울특별시 서초구 양재동 213-6,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1423,2025-11-07,서초구,서울특별시 서초구 양재동 215-1,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1424,2025-11-07,서초구,서울특별시 서초구 양재동 217-15,횡단보도 주변(3m),2025-11-07,,,,,,,,,,,,,,,,,
1425,2025-11-07,서초구,서울특별시 서초구 양재동 217-6,횡단보도 주변(3m),2025-11-07,,,,,,,,,,,,,,,,,
1426,2025-11-07,서초구,서울특별시 서초구 양재동 227-6,교통섬 내부,2025-11-07,,,,,,,,,,,,,,,,,
1427,2025-11-07,서초구,서울특별시 서초구 양재동 221-12,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1428,2025-11-07,서초구,서울특별시 서초구 양재동 221,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1429,2025-11-07,서초구,서울특별시 서초구 양재동 221,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1430,2025-11-07,서초구,서울특별시 서초구 양재동 221-4,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1431,2025-11-07,서초구,서울특별시 서초구 양재동 221-1,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1432,2025-11-07,서초구,서울특별시 서초구 양재동 217-3,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1433,2025-11-07,서초구,서울특별시 서초구 양재동 209-5,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1434,2025-11-07,서초구,서울특별시 서초구 양재동 209-5,상기 사항 외 보도,2025-11-07,,,,,,,,,,,,,,,,,
1435,2025-11-07,서초구,서울특별시 서초구 양재동 213-1,보도와 차도가 구분된 도로의 차도,2025-11-07,,,,,,,,,,,,,,,,,
1436,2025-11-07,서대문구,서울특별시 서대문구 남가좌동 225-8,횡단보도 주변(3m),2025-11-07,,,,,,,,,,,,,,,,,
1437,2025-11-09,강동구,서울특별시 강동구 상일동 191,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1438,2025-11-09,강동구,서울특별시 강동구 상일동 191,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1439,2025-11-10,서대문구,서울특별시 서대문구 연희동 89-17,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1440,2025-11-10,서초구,서울특별시 서초구 서초동 1392,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1441,2025-11-10,서초구,서울특별시 서초구 서초동 1381,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1442,2025-11-10,서초구,서울특별시 서초구 서초동 1365-23,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1443,2025-11-10,서초구,서울특별시 서초구 서초동 1381,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1444,2025-11-10,서초구,서울특별시 서초구 서초동 1404,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1445,2025-11-10,서초구,서울특별시 서초구 서초동 1404,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1446,2025-11-10,서초구,서울특별시 서초구 서초동 1365-8,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1447,2025-11-10,서초구,서울특별시 서초구 서초동 1404,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1448,2025-11-10,서초구,서울특별시 서초구 서초동 1404,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1449,2025-11-10,서초구,서울특별시 서초구 서초동 1404,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1450,2025-11-10,서초구,서울특별시 서초구 서초동 1381,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1451,2025-11-10,서초구,서울특별시 서초구 서초동 1381,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1452,2025-11-10,서초구,서울특별시 서초구 서초동 1355,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1453,2025-11-10,영등포구,서울특별시 영등포구 여의도동 1-6,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1454,2025-11-10,금천구,서울특별시 금천구 독산동 889,점자블록 또는 교통약자 엘리베이터,2025-11-10,,,,,,,,,,,,,,,,,
1455,2025-11-10,서대문구,서울특별시 서대문구 연희동 산87-32,점자블록 또는 교통약자 엘리베이터,2025-11-10,,,,,,,,,,,,,,,,,
1456,2025-11-10,서대문구,서울특별시 서대문구 연희동 산87-32,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1457,2025-11-10,동작구,서울특별시 동작구 상도동 430,교통섬 내부,2025-11-10,,,,,,,,,,,,,,,,,
1458,2025-11-10,영등포구,서울특별시 영등포구 대림동 698-2,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1459,2025-11-10,강동구,서울특별시 강동구 둔촌동 630,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1460,2025-11-10,영등포구,서울특별시 영등포구 대림동 780,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1461,2025-11-10,송파구,서울특별시 송파구 문정동 641-2,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1462,2025-11-10,송파구,서울특별시 송파구 문정동 639-5,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1463,2025-11-10,동작구,서울특별시 동작구 흑석동 221-1,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1464,2025-11-10,동작구,서울특별시 동작구 상도1동 508-1,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1465,2025-11-10,동작구,서울특별시 동작구 상도동 414-2,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1466,2025-11-10,영등포구,서울특별시 영등포구 대림동 909-3,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1467,2025-11-10,영등포구,서울특별시 영등포구 신길동 4945-6,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1468,2025-11-10,강남구,서울특별시 강남구 삼성동 172-66,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1469,2025-11-10,강남구,서울특별시 강남구 대치동 1011,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1470,2025-11-10,강남구,서울특별시 강남구 대치동 968-4,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1471,2025-11-10,강남구,서울특별시 강남구 삼성동 51-2,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1472,2025-11-10,강남구,서울특별시 강남구 대치동 968-6,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1473,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1474,2025-11-10,강남구,서울특별시 강남구 대치동 968-3,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1475,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1476,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1477,2025-11-10,강남구,서울특별시 강남구 대치동 995,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1478,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1479,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1480,2025-11-10,강남구,서울특별시 강남구 대치동 949-11,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1481,2025-11-10,강남구,서울특별시 강남구 대치동 949-11,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1482,2025-11-10,영등포구,서울특별시 영등포구 신길동 506,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1483,2025-11-10,강남구,서울특별시 강남구 대치동 995,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1484,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1485,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1486,2025-11-10,강남구,서울특별시 강남구 대치동 949,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1487,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1488,2025-11-10,강남구,서울특별시 강남구 대치동 1012-29,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1489,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1490,2025-11-10,은평구,서울특별시 은평구 녹번동 155-7,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1491,2025-11-10,강남구,서울특별시 강남구 대치동 1012-29,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1492,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1493,2025-11-10,강남구,서울특별시 강남구 대치동 968-3,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1494,2025-11-10,강남구,서울특별시 강남구 대치동 1012-41,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1495,2025-11-10,강남구,서울특별시 강남구 대치동 1012-44,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1496,2025-11-10,강남구,서울특별시 강남구 대치동 1012-44,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1497,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1498,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1499,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1500,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1501,2025-11-10,강남구,서울특별시 강남구 대치동 995,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1502,2025-11-10,강남구,서울특별시 강남구 삼성동 111-147,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1503,2025-11-10,강남구,서울특별시 강남구 대치동 995,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1504,2025-11-10,강남구,서울특별시 강남구 대치동 1008-4,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1505,2025-11-10,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1506,2025-11-10,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1507,2025-11-10,강남구,서울특별시 강남구 대치동 1008-4,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1508,2025-11-10,강남구,서울특별시 강남구 삼성동 50,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1509,2025-11-10,강남구,서울특별시 강남구 대치동 1008-4,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1510,2025-11-10,강남구,서울특별시 강남구 대치동 1008-4,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1511,2025-11-10,강남구,서울특별시 강남구 대치동 995,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1512,2025-11-10,강남구,서울특별시 강남구 일원동 700-3,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1513,2025-11-10,영등포구,서울특별시 영등포구 당산동1가 254-2,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1514,2025-11-10,강남구,서울특별시 강남구 개포동 12-4,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1515,2025-11-10,강남구,서울특별시 강남구 일원동 701,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1516,2025-11-10,강남구,서울특별시 강남구 일원동 639-7,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1517,2025-11-10,영등포구,서울특별시 영등포구 양평동4가 2,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1518,2025-11-10,서초구,서울특별시 서초구 양재동 237,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1519,2025-11-10,영등포구,서울특별시 영등포구 양평동4가 93-1,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1520,2025-11-10,서초구,서울특별시 서초구 양재동 238,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1521,2025-11-10,서초구,서울특별시 서초구 양재동 238,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1522,2025-11-10,서초구,서울특별시 서초구 양재동 238,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1523,2025-11-10,서초구,서울특별시 서초구 양재동 237-2,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1524,2025-11-10,서초구,서울특별시 서초구 양재동 238,버스정류소 및 택시승강장 주변(5m 이내),2025-11-10,,,,,,,,,,,,,,,,,
1525,2025-11-10,서초구,서울특별시 서초구 양재동 238,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1526,2025-11-10,서초구,서울특별시 서초구 양재동 330-2,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1527,2025-11-10,서초구,서울특별시 서초구 양재동 327-21,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1528,2025-11-10,서초구,서울특별시 서초구 양재동 327-14,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1529,2025-11-10,서초구,서울특별시 서초구 양재동 327-15,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1530,2025-11-10,서초구,서울특별시 서초구 양재동 327-21,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1531,2025-11-10,영등포구,서울특별시 영등포구 영등포동8가 35-1,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1532,2025-11-10,서초구,서울특별시 서초구 양재동 310-6,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1533,2025-11-10,서초구,서울특별시 서초구 양재동 310-6,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1534,2025-11-10,영등포구,서울특별시 영등포구 당산동 121-257,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1535,2025-11-10,구로구,서울특별시 구로구 천왕동 14-44,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1536,2025-11-10,서초구,서울특별시 서초구 양재동 310-2,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1537,2025-11-10,서초구,서울특별시 서초구 양재동 377-2,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1538,2025-11-10,서초구,서울특별시 서초구 양재동 310-2,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1539,2025-11-10,동작구,서울특별시 동작구 상도동 509-2,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1540,2025-11-10,서초구,서울특별시 서초구 양재동 309,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1541,2025-11-10,서초구,서울특별시 서초구 양재동 260-4,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1542,2025-11-10,송파구,서울특별시 송파구 오금동 34-2,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1543,2025-11-10,구로구,서울특별시 구로구 신도림동 309-10,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1544,2025-11-10,송파구,서울특별시 송파구 오금동 34-2,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1545,2025-11-10,강동구,서울특별시 강동구 강일동 679-4,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1546,2025-11-10,마포구,서울특별시 마포구 상수동 1-8,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1547,2025-11-10,마포구,서울특별시 마포구 창전동 228,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1548,2025-11-10,은평구,서울특별시 은평구 불광동 281-109,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1549,2025-11-10,구로구,서울특별시 구로구 구로동 614-50,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1550,2025-11-10,은평구,서울특별시 은평구 불광동 281-109,지하철역 전면(5m이내),2025-11-10,,,,,,,,,,,,,,,,,
1551,2025-11-10,동작구,서울특별시 동작구 신대방동 631-14,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1552,2025-11-10,동작구,서울특별시 동작구 사당동 708-530,점자블록 또는 교통약자 엘리베이터,2025-11-10,,,,,,,,,,,,,,,,,
1553,2025-11-10,동작구,서울특별시 동작구 사당동 712-8,점자블록 또는 교통약자 엘리베이터,2025-11-10,,,,,,,,,,,,,,,,,
1554,2025-11-10,마포구,서울특별시 마포구 염리동 532-9,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1555,2025-11-10,동작구,서울특별시 동작구 사당동 1156,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1556,2025-11-10,은평구,서울특별시 은평구 녹번동 116-3,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1557,2025-11-10,은평구,서울특별시 은평구 녹번동 117-114,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1558,2025-11-10,마포구,서울특별시 마포구 염리동 532,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1559,2025-11-10,마포구,서울특별시 마포구 대흥동 804,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1560,2025-11-10,은평구,서울특별시 은평구 역촌동 8-14,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1561,2025-11-10,은평구,서울특별시 은평구 역촌동 8-75,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1562,2025-11-10,구로구,서울특별시 구로구 가리봉동 133-72,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1563,2025-11-10,강서구,서울특별시 강서구 등촌동 709-24,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1564,2025-11-10,구로구,서울특별시 구로구 구로동 236-2,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1565,2025-11-10,송파구,서울특별시 송파구 송파동 62,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1566,2025-11-10,마포구,서울특별시 마포구 망원동 482-12,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1567,2025-11-10,관악구,서울특별시 관악구 봉천동 457-369,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1568,2025-11-10,송파구,서울특별시 송파구 송파동 60,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1569,2025-11-10,마포구,서울특별시 마포구 염리동 533-6,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1570,2025-11-10,마포구,서울특별시 마포구 염리동 533-6,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1571,2025-11-10,강서구,서울특별시 강서구 등촌동 709-12,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1572,2025-11-10,구로구,서울특별시 구로구 구로동 256-6,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1573,2025-11-10,송파구,서울특별시 송파구 송파동 97-17,자전거 도로,2025-11-10,,,,,,,,,,,,,,,,,
1574,2025-11-10,강서구,서울특별시 강서구 가양동 1484-5,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1575,2025-11-10,관악구,서울특별시 관악구 봉천동 502-11,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1576,2025-11-10,마포구,서울특별시 마포구 서교동 363-17,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1577,2025-11-10,강서구,서울특별시 강서구 등촌동 706-1,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1578,2025-11-10,마포구,서울특별시 마포구 망원동 480-8,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1579,2025-11-10,강서구,서울특별시 강서구 가양동 1493,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1580,2025-11-10,강서구,서울특별시 강서구 가양동 1484-5,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1581,2025-11-10,마포구,서울특별시 마포구 망원동 480-8,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1582,2025-11-10,마포구,서울특별시 마포구 망원동 480-8,보도와 차도가 구분된 도로의 차도,2025-11-10,,,,,,,,,,,,,,,,,
1583,2025-11-10,구로구,서울특별시 구로구 구로동 222-16,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1584,2025-11-10,은평구,서울특별시 은평구 응암동 682,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1585,2025-11-10,마포구,서울특별시 마포구 서교동 476-54,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1586,2025-11-10,은평구,서울특별시 은평구 응암동 682,점자블록 또는 교통약자 엘리베이터,2025-11-10,,,,,,,,,,,,,,,,,
1587,2025-11-10,마포구,서울특별시 마포구 염리동 164-14,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1588,2025-11-10,마포구,서울특별시 마포구 염리동 164-14,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1589,2025-11-10,강서구,서울특별시 강서구 화곡동 1102-21,버스정류소 및 택시승강장 주변(5m 이내),2025-11-10,,,,,,,,,,,,,,,,,
1590,2025-11-10,강서구,서울특별시 강서구 화곡동 1102-21,점자블록 또는 교통약자 엘리베이터,2025-11-10,,,,,,,,,,,,,,,,,
1591,2025-11-10,은평구,서울특별시 은평구 신사동 22-1,상기 사항 외 보도,2025-11-10,,,,,,,,,,,,,,,,,
1592,2025-11-10,동작구,서울특별시 동작구 상도동 407-5,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1593,2025-11-10,강서구,서울특별시 강서구 내발산동 724-28,보호구역(어린이·노인·장애인),2025-11-10,,,,,,,,,,,,,,,,,
1594,2025-11-10,마포구,서울특별시 마포구 망원동 403-6,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1595,2025-11-10,마포구,서울특별시 마포구 망원동 400-18,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
1596,2025-11-10,마포구,서울특별시 마포구 망원동 403-6,횡단보도 주변(3m),2025-11-10,,,,,,,,,,,,,,,,,
