month,lat,lon
1,37.4821979,126.9147338
1,37.5975324,126.9140152
1,37.4716281,127.0391515
1,37.5342432,126.8836464
1,37.4727763,127.038984
1,37.5577522,126.9068517
1,37.5574695,126.905807
1,37.5460784,126.9402854
1,37.47908570000001,126.9281105
1,37.5464089,126.941361
1,37.5562722,126.9000069
1,37.5562722,126.9000069
1,37.5561402,126.9002409
1,37.5585617,126.8449186
1,37.5438086,126.9447441
1,37.5460784,126.9402854
1,37.47908570000001,126.9281105
1,37.5460784,126.9402854
1,37.5531496,126.9033073
1,37.5549345,126.9005249
1,37.4782966,127.0340777
1,37.5549345,126.9005249
1,37.4910671,126.9611156
1,37.47728439999999,127.1345856
1,37.4944993,127.131451
1,37.5549345,126.9005249
1,37.4937943,127.1285863
1,37.5015379,126.9601209
1,37.5559609,126.898223
1,37.491801,126.9497919
1,37.4992091,126.9600034
1,37.4911147,126.9525302
1,37.4756682,127.0344809
1,37.5339441,126.8383747
1,37.5589382,126.9621518
1,37.481589,126.9605576
1,37.5590935,126.9629698
1,37.5590935,126.9629698
1,37.4991887,127.0633458
1,37.5587231,126.9650687
1,37.4739124,127.0304804
1,37.5042049,126.9459366
1,37.4991887,127.0633458
1,37.4754114,126.9520235
1,37.4743903,126.9520201
1,37.4991887,127.0633458
1,37.4822961,126.9591384
1,37.5552466,126.9639563
1,37.48859059999999,127.0452757
1,37.4999428,127.1474716
1,37.4999428,127.1474716
1,37.4999428,127.1474716
1,37.5257477,126.8859357
1,37.5257776,126.8867429
1,37.5456483,126.9262694
1,37.5456483,126.9262694
1,37.5456483,126.9262694
1,37.5578637,126.9236374
1,37.5574298,126.9272197
1,37.5573437,126.9238072
1,37.5343504,126.8939836
1,37.5578637,126.9236374
1,37.5362274,126.8923355
1,37.5422226,126.9343761
1,37.5386394,126.8918518
1,37.5598594,126.9247711
1,37.5316749,126.8579699
1,37.5447052,126.9473293
1,37.4973221,126.9171628
1,37.5423426,126.9418691
1,37.5140237,126.9240727
1,37.5400445,126.9426124
1,37.5484246,126.9531572
1,37.5497078,126.9582906
1,37.562751,126.8580888
1,37.5244528,127.0467592
1,37.5476236,126.9422353
1,37.4888457,126.899291
1,37.5560782,126.9449568
1,37.4954266,126.9001326
1,37.5226388,127.0362752
1,37.5226388,127.0362752
1,37.5549092,126.9398884
1,37.4989349,126.895914
1,37.5220777,127.0340533
1,37.5549092,126.9398884
1,37.5233874,127.0291182
1,37.4829953,126.9009975
1,37.5233874,127.0291182
1,37.5262378,127.03452
1,37.5233874,127.0291182
1,37.5233874,127.0291182
1,37.5499824,126.9370391
1,37.5499824,126.9370391
1,37.5233874,127.0291182
1,37.5288018,127.0350785
1,37.52875700000001,127.0355137
1,37.4821146,126.8953185
1,37.5042888,126.9025556
1,37.5282947,127.0371177
1,37.5045976,126.8987123
1,37.4785408,127.0343515
1,37.4945008,127.1359353
1,37.4945008,127.1359353
1,37.4897371,126.8938688
1,37.4897279,127.1449912
1,37.4897279,127.1449912
1,37.5037986,127.0602481
1,37.4991887,127.0633458
1,37.49903460000001,127.0602191
1,37.61204770000001,126.923359
1,37.6108496,126.9174669
1,37.4988236,127.059564
1,37.6104454,126.9171096
1,37.4978166,127.0564652
1,37.4938553,127.0445069
1,37.5000776,127.0385419
1,37.5000776,127.0385419
1,37.5000776,127.0385419
1,37.4964705,126.8874997
1,37.5037925,126.885561
1,37.5657935,126.9464385
1,37.517007,127.0263169
1,37.4823488,126.92075
1,37.5657935,126.9464385
1,37.5669843,126.9469726
1,37.5669843,126.9469726
1,37.4927167,127.0262301
1,37.4965304,127.024758
1,37.4949221,127.0269588
1,37.4945363,127.0280183
1,37.4949221,127.0269588
1,37.4838862,126.9263407
1,37.521199,126.9196192
1,37.4842361,126.9267096
1,37.49776019999999,126.9532886
1,37.5732213,126.9360838
1,37.5201948,126.9317438
1,37.5725837,126.9357013
1,37.5784799,126.9359573
1,37.5786,126.9363237
1,37.5795081,126.9360806
1,37.4906864,126.9273611
1,37.5349223,126.9131938
1,37.4895096,126.9342786
1,37.4895096,126.9342786
1,37.5908811,126.9414904
1,37.4873033,126.9115064
1,37.5075116,127.0171524
1,37.5072881,127.0166271
1,37.5067847,127.0169361
1,37.5996263,126.923488
1,37.5122757,127.0191593
1,37.6012296,126.9295834
1,37.6000329,126.9344872
1,37.6000329,126.9344872
1,37.6000329,126.9344872
1,37.4949221,127.0269588
1,37.4949221,127.0269588
1,37.4949221,127.0269588
1,37.4907715,127.0293862
1,37.49362989999999,127.02886
1,37.4907646,127.126285
1,37.4787623,127.1218213
1,37.4817748,127.1154865
1,37.5220622,127.1336185
1,37.5224834,127.1327719
1,37.4817748,127.1154865
1,37.5851155,126.9231106
1,37.5852954,126.9231769
1,37.5274774,127.1274385
1,37.5274774,127.1274385
1,37.58302010000001,126.9274596
1,37.4856781,127.1323137
1,37.58302010000001,126.9274596
1,37.5830955,126.9264831
1,37.5231138,127.1309967
1,37.5564062,126.9246566
1,37.5983459,126.9161046
1,37.4967904,127.1311814
1,37.4753018,127.1428401
1,37.47444790000001,127.142979
1,37.47444790000001,127.142979
1,37.47444790000001,127.142979
1,37.5090857,127.0792558
1,37.5627942,126.9248547
1,37.4760052,127.1438573
1,37.5989961,126.9145739
1,37.5469511,126.9438905
1,37.5641252,126.9249436
1,37.5469511,126.9438905
1,37.5108404,127.0810804
1,37.5108404,127.0810804
1,37.5519616,126.9449988
1,37.5519616,126.9449988
1,37.5568028,126.9197421
1,37.5001376,127.1366885
1,37.4868357,127.1215012
1,37.48664640000001,127.1214525
1,37.4816698,127.1206971
1,37.5667443,127.1740286
1,37.5484357,126.9205911
1,37.5498853,126.9385228
1,37.6009343,126.9241671
1,37.6009343,126.9241671
1,37.5476597,126.9255813
1,37.5047109,127.099217
1,37.5476597,126.9255813
1,37.5476597,126.9255813
1,37.5476597,126.9255813
1,37.5476597,126.9255813
1,37.5476597,126.9255813
1,37.51156599999999,127.0842601
1,37.6576129,127.0259812
1,37.657908,127.032603
1,37.6559863,127.0331128
1,37.4837303,126.9559134
1,37.558839,126.849205
1,37.5603003,126.9356853
1,37.4839683,126.9050758
1,37.6540158,127.0611313
1,37.4810793,126.9562093
1,37.5067825,127.1398583
1,37.4822961,126.9591384
1,37.6012423,126.9223851
1,37.4822961,126.9591384
1,37.6009343,126.9241671
1,37.48330800000001,126.9067743
1,37.4859604,126.9168073
1,37.4824139,126.9595903
1,37.5465046,126.9294594
1,37.6467428,127.0598476
1,37.5456486,126.9177484
1,37.49400139999999,127.1194539
1,37.550334,126.9329638
1,37.64944,127.0773064
1,37.6512656,127.0702625
1,37.5639717,126.8399854
1,37.550334,126.9329638
1,37.4959474,127.1186759
1,37.6510125,127.0799977
1,37.650776,127.074705
1,37.5578328,126.9377911
1,37.5605736,126.8441775
1,37.5561262,126.9363025
1,37.5613825,126.9325797
1,37.5255877,126.8640945
1,37.5457889,126.9110803
1,37.5609908,126.8362603
1,37.4835549,126.9030185
1,37.497928,126.9562454
1,37.5562722,126.9000069
1,37.5501465,126.9512018
1,37.5189636,126.8705235
1,37.5562722,126.9000069
1,37.5197124,126.8703841
1,37.5497078,126.9582906
1,37.55753139999999,126.9054986
1,37.6397853,127.0743824
1,37.4876174,126.9669585
1,37.6397853,127.0743824
1,37.5711737,126.93338
1,37.55753139999999,126.9054986
1,37.5651728,126.8338887
1,37.5207658,126.8729407
1,37.5107046,127.0857219
1,37.5549092,126.9398884
1,37.5549092,126.9398884
1,37.4891824,126.9704888
1,37.5549092,126.9398884
1,37.5080527,127.0877073
1,37.4835406,127.1146026
1,37.6654112,127.048218
1,37.4498067,126.9006064
1,37.5022464,127.0861091
1,37.4834718,127.1196457
1,37.48701270000001,126.9173824
1,37.5042899,127.0855469
1,37.5492056,126.9140677
1,37.4907998,126.9825098
1,37.4911356,126.9822923
1,37.537836,126.881576
1,37.5687887,126.9067359
1,37.476559,126.981633
1,37.476559,126.981633
1,37.5991964,126.9153636
1,37.5991964,126.9153636
1,37.5991964,126.9153636
1,37.5991964,126.9153636
1,37.4866474,126.9405195
1,37.5348092,126.8701615
1,37.5064681,127.0748269
1,37.56563209999999,126.9009019
1,37.5049125,126.9534591
1,37.4776283,126.919031
1,37.4777613,126.9187114
1,37.5682858,126.8952046
1,37.4776671,126.9010357
1,37.5049125,126.9534591
1,37.50874659999999,127.004765
1,37.50874659999999,127.004765
1,37.5684326,126.8946849
1,37.50874659999999,127.004765
1,37.5134682,127.0072637
1,37.4846313,126.9459359
1,37.4783396,126.930539
1,37.5391362,126.9580957
1,37.5534871,126.8639133
1,37.5570602,126.9167795
1,37.4904378,126.9548737
1,37.5560233,126.8631539
1,37.5570602,126.9167795
1,37.5487046,126.8450968
1,37.5570602,126.9167795
1,37.5573603,126.859046
1,37.4791008,126.9530073
1,37.4793058,126.9538023
1,37.4779356,126.9538492
1,37.5604351,126.8623485
1,37.5617356,126.861515
1,37.5549312,126.9052122
1,37.483182,126.9428287
1,37.4773006,126.9592701
1,37.4975377,127.0273189
1,37.493587,127.0295347
1,37.49669069999999,127.0268555
1,37.546477,126.9229637
1,37.4945363,127.0280183
1,37.5588186,126.9618027
1,37.5589845,126.9629368
1,37.5589845,126.9629368
1,37.5567996,126.9672794
1,37.4863305,126.8912297
1,37.5151065,127.0137779
1,37.493587,127.0295347
1,37.513642,126.8923078
1,37.4930866,127.0294957
1,37.4903403,126.88142
1,37.493587,127.0295347
1,37.4909036,127.0302508
1,37.493587,127.0295347
1,37.4954407,126.8913892
1,37.5265942,126.8984636
1,37.4940566,126.8929119
1,37.493587,127.0295347
1,37.499015,126.929233
1,37.4823886,127.0350739
1,37.5259935,126.8842498
1,37.5417238,126.8628225
1,37.4644691,127.0344901
1,37.526987,126.8890445
1,37.4847059,127.0369528
1,37.4661814,126.9376603
1,37.5307651,126.8499838
1,37.4841851,127.0338013
1,37.5311795,126.8470764
1,37.5286489,126.8920035
1,37.5416444,126.841159
1,37.5243558,126.9080512
1,37.52557609999999,127.0260348
1,37.52617730000001,127.0284764
1,37.5174719,126.9072893
1,37.4949928,127.1212835
1,37.4993994,127.1254993
1,37.5206027,126.9009026
1,37.4884327,127.0496595
1,37.49261449999999,127.0819379
1,37.4919635,126.9086722
1,37.4880579,127.0828672
1,37.4880579,127.0828672
1,37.5743477,126.9120565
1,37.5743456,126.911246
1,37.5743477,126.9120565
1,37.576509,126.908543
1,37.4998688,127.0639552
1,37.4993869,127.061403
1,37.4998688,127.0639552
1,37.4666636,126.9081479
1,37.4991887,127.0633458
1,37.4970669,126.908155
1,37.504319,127.0680509
1,37.504319,127.0680509
1,37.504319,127.0680509
1,37.504319,127.0680509
1,37.4756682,127.0344809
1,37.5109479,127.047282
1,37.475123,127.03212
1,37.4751588,127.0327267
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5109479,127.047282
1,37.5046464,126.9062896
1,37.5141774,127.058463
1,37.5141774,127.058463
1,37.5141774,127.058463
1,37.5136279,127.0566588
1,37.5141774,127.058463
1,37.5136279,127.0566588
1,37.450973,126.9091509
1,37.5141774,127.058463
1,37.5114227,127.0558951
1,37.5114227,127.0558951
1,37.5114126,127.0567797
1,37.5738463,126.958706
1,37.4860691,126.8939599
1,37.6132928,127.0620401
1,37.4499819,126.9131653
1,37.4871857,126.89461
1,37.5073899,126.8955759
1,37.5073899,126.8955759
1,37.4570323,127.0600595
1,37.45364989999999,127.0556947
1,37.4543734,127.0635403
1,37.4512112,127.0580105
1,37.5057272,126.9350154
1,37.5861682,126.922173
1,37.5861682,126.922173
1,37.5861682,126.922173
1,37.5861682,126.922173
1,37.5071264,127.0098413
1,37.5087293,127.0101548
1,37.5101363,127.0074715
1,37.5761826,126.9043546
1,37.508559,127.011485
1,37.5083974,127.0113012
1,37.4555662,126.9055897
1,37.5151065,127.0137779
1,37.5151065,127.0137779
1,37.5101363,127.0074715
1,37.5183569,127.0298241
1,37.5288399,127.0346539
1,37.52617730000001,127.0284764
1,37.52617730000001,127.0284764
1,37.52617730000001,127.0284764
1,37.52617730000001,127.0284764
1,37.52617730000001,127.0284764
1,37.5288399,127.0346539
1,37.52617730000001,127.0284764
1,37.5198811,127.0300487
1,37.5198278,127.0294863
1,37.5198278,127.0294863
1,37.5240631,127.0462215
1,37.5240631,127.0462215
1,37.5105376,127.0659125
1,37.5105376,127.0659125
1,37.5240631,127.0462215
1,37.523749,127.0465456
1,37.5240631,127.0462215
1,37.5244528,127.0467592
1,37.5240631,127.0462215
1,37.5240631,127.0462215
1,37.5240631,127.0462215
1,37.5125207,127.0588194
1,37.5151403,127.0569421
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5025418,127.0589231
1,37.5940764,126.9153522
1,37.4952094,127.1197499
1,37.4935747,127.12002
1,37.4935747,127.12002
1,37.4816698,127.1206971
1,37.4817748,127.1154865
1,37.4899956,127.1263626
1,37.4899956,127.1263626
1,37.52812890000001,127.1235402
1,37.52812890000001,127.1235402
1,37.5273088,127.1265383
1,37.586347,126.9227899
1,37.590336,126.922937
1,37.5865435,126.9230568
1,37.5915574,126.9245496
1,37.5913608,126.9208333
1,37.5256105,127.1291864
1,37.537697,126.8280207
1,37.537697,126.8280207
1,37.4865728,126.9209814
1,37.6451745,127.0626349
1,37.5924145,126.9228821
1,37.5577844,126.8972352
1,37.64339200000001,127.0392364
1,37.5319759,127.1238972
1,37.5559609,126.898223
1,37.6444455,127.0285919
1,37.4806341,126.9432666
1,37.5002338,127.1463816
1,37.4991385,127.1523358
1,37.6376443,127.0725093
1,37.6376443,127.0725093
1,37.553118,126.9026308
1,37.6376443,127.0725093
1,37.5386329,126.8776281
1,37.6514599,127.0779888
1,37.6491927,127.0796181
1,37.5531496,126.9033073
1,37.6514599,127.0779888
1,37.6539889,127.0723963
1,37.558839,126.849205
1,37.5583335,126.9005573
1,37.479577,126.9510043
1,37.4790886,126.9482851
1,37.5343588,126.8729492
1,37.5605736,126.8441775
1,37.512409,126.931774
1,37.508283,127.1109926
1,37.5286301,126.8744297
1,37.603138,126.9282657
1,37.52988240000001,126.8723051
1,37.5503847,126.906081
1,37.4911127,126.9412099
1,37.4913321,126.9408879
1,37.5990613,126.9295598
1,37.5574422,126.8504458
1,37.5564578,126.9003523
1,37.4906783,126.9448459
1,37.4800005,127.1299072
1,37.5616314,126.9008716
1,37.483677,126.9481126
1,37.6654112,127.048218
1,37.5096268,127.119469
1,37.549493,127.1260168
1,37.4779915,127.1273654
1,37.4891006,126.9476972
1,37.4779915,127.1273654
1,37.50911019999999,127.1219289
1,37.5021285,126.9543668
1,37.50911019999999,127.1219289
1,37.6711358,127.0363625
1,37.4768715,127.1320663
1,37.4768715,127.1320663
1,37.4699167,126.9068444
1,37.4701526,126.9067682
1,37.5622516,126.920248
1,37.4729848,126.9331256
1,37.5021285,126.9543668
1,37.4677652,126.9072824
1,37.5639759,126.9202067
1,37.5600912,126.8614667
1,37.5587549,126.863769
1,37.486036,126.9592018
1,37.5487046,126.8450968
1,37.5421465,126.8412695
1,37.4920526,127.1242162
1,37.4957807,127.1588479
1,37.5622435,126.9621164
1,37.5466604,126.9178073
1,37.4814704,126.9888336
1,37.5519986,126.8683036
1,37.5487982,126.9187775
1,37.5474361,126.9183196
1,37.4829045,126.9878555
1,37.483388,126.9846649
1,37.4846376,126.9860711
1,37.5533462,126.8299941
1,37.5585117,126.8668889
1,37.4857586,126.9866057
1,37.5500326,126.9102073
1,37.4680012,126.890677
1,37.5469113,126.84471
1,37.5526632,126.9070234
1,37.4676807,126.891549
1,37.5469113,126.84471
1,37.4859744,126.9499783
1,37.4677573,126.8925803
1,37.5234536,126.901966
1,37.479458,126.9140505
1,37.4677573,126.8925803
1,37.4962469,127.1234827
1,37.4703716,126.8919848
1,37.4822961,126.9591384
1,37.48238509999999,126.9587227
1,37.5831578,126.9234054
1,37.5808577,126.9182271
1,37.5812456,126.9187093
1,37.5046878,126.9269648
1,37.5096955,127.1174901
1,37.5235061,126.883993
1,37.5732882,126.9158292
1,37.5712427,126.9165771
1,37.5096433,127.1235143
1,37.5027419,126.935546
1,37.5080976,126.8969737
1,37.4828998,126.9511018
1,37.5095556,126.9038025
1,37.5143225,126.9304553
1,37.5479847,126.8213925
1,37.4855846,127.1225635
1,37.4855846,127.1225635
1,37.4855846,127.1225635
1,37.4855846,127.1225635
1,37.4855846,127.1225635
1,37.4855846,127.1225635
1,37.5013913,126.90535
1,37.5578328,126.9377911
1,37.5576144,126.9377733
1,37.5096991,127.1273205
1,37.55769859999999,126.9349701
1,37.55769859999999,126.9349701
1,37.4750222,126.9756845
1,37.4749626,126.9744941
1,37.4975377,127.0273189
1,37.493587,127.0295347
1,37.4907715,127.0293862
1,37.4919525,127.0288103
1,37.4915225,127.0249813
1,37.5622319,126.8367673
1,37.51757,127.041488
1,37.516003,127.0363211
1,37.502802,126.9072033
1,37.4957263,126.9070762
1,37.4968054,126.8997841
1,37.4998569,126.8999072
1,37.5729708,126.8214054
1,37.5175686,127.0474869
1,37.4846968,126.9016439
1,37.5770929,126.8157521
1,37.4859031,126.8972782
1,37.4991887,127.0633458
1,37.5806845,126.8130994
1,37.4972211,126.898889
1,37.4985221,127.0559005
1,37.485078,126.8988106
1,37.4980878,126.8973006
1,37.4990608,127.0546706
1,37.5014761,126.8868753
1,37.4978166,127.0564652
1,37.4968297,127.0557041
1,37.4968866,127.0558815
1,37.4970089,127.0562594
1,37.49737,127.0571287
1,37.5906886,126.9191875
1,37.4997202,126.9195459
1,37.49737,127.0571287
1,37.4997202,126.9195459
1,37.4881006,126.880696
1,37.4945248,127.062584
1,37.486766,127.0227293
1,37.4887913,127.0232725
1,37.4863996,127.0234554
1,37.4859702,127.0239103
1,37.4894832,126.8809271
1,37.4842374,127.0257162
1,37.4838793,127.021321
1,37.4842744,127.0237903
1,37.4635731,126.9068905
1,37.4774121,126.9425549
1,37.4924129,126.8821796
1,37.4781118,126.9497885
1,37.4942674,126.979925
1,37.4942674,126.979925
1,37.4704006,126.910679
1,37.4531694,126.9089303
1,37.4546415,126.9016377
1,37.4926824,126.8230066
1,37.5220158,127.0363493
1,37.4546415,126.9016377
1,37.5220158,127.0363493
1,37.5220158,127.0363493
1,37.5220158,127.0363493
1,37.5220158,127.0363493
1,37.5220158,127.0363493
1,37.5220158,127.0363493
1,37.5221836,127.0371883
1,37.5221836,127.0371883
1,37.445159,126.9047379
1,37.445159,126.9047379
1,37.4464565,126.9037806
1,37.494164,126.9518791
1,37.494164,126.9518791
1,37.4871249,127.0272616
1,37.4957808,126.8473739
1,37.4871249,127.0272616
1,37.4863949,127.0281763
1,37.4847001,127.0294256
1,37.4871249,127.0272616
1,37.5646993,126.9394972
1,37.5621604,126.9426549
1,37.5621604,126.9426549
1,37.5621368,126.9423484
1,37.4943914,126.9262241
1,37.6003779,126.9354618
1,37.6003779,126.9354618
1,37.5885714,126.9154035
1,37.6003779,126.9354618
1,37.4964574,127.0280611
1,37.493587,127.0295347
1,37.4742014,127.0294119
1,37.4734255,127.0298433
1,37.4778996,127.0386814
1,37.478005,127.038124
1,37.4478812,126.9047377
1,37.5439741,127.1287068
1,37.4984043,127.1182333
1,37.4996142,127.1218168
1,37.5052564,127.1278695
1,37.5070004,127.1081447
1,37.5058978,127.1097799
1,37.5774913,126.9023971
1,37.5774913,126.9023971
1,37.5774913,126.9023971
1,37.5774913,126.9023971
1,37.49520649999999,127.1536201
1,37.5862152,126.9087119
1,37.4890363,127.1256086
1,37.5862152,126.9087119
1,37.5841679,126.9059643
1,37.4835406,127.1146026
1,37.4897279,127.1449912
1,37.4911462,127.1474835
1,37.4911678,127.146452
1,37.4899192,127.1436229
1,37.4828831,126.9136593
1,37.5599487,127.1684389
1,37.5586551,126.8987364
1,37.5594448,127.1711093
1,37.5579314,126.8986441
1,37.6572547,127.032989
1,37.6575869,127.027812
1,37.5632396,127.1723012
1,37.5617795,127.1700477
1,37.5620641,127.1700316
1,37.5589596,126.9001669
1,37.6578581,127.0298108
1,37.5259571,126.8750518
1,37.5585436,126.9037235
1,37.55897059999999,126.9032332
1,37.4851181,126.948171
1,37.5337453,126.8779125
1,37.4861283,126.9480346
1,37.5610004,126.8596157
1,37.53583769999999,126.8811439
1,37.53583769999999,126.8811439
1,37.4926778,126.919139
1,37.6521706,127.0645686
1,37.6795894,127.0490869
1,37.5585831,126.8500191
1,37.6493886,127.0580022
1,37.5342432,126.8836464
1,37.5341154,126.882084
1,37.5456661,126.9121223
1,37.4990523,126.922683
1,37.5616414,126.8411116
1,37.6493886,127.0580022
1,37.55345020000001,126.9119595
1,37.6414184,127.0630877
1,37.4748062,127.141566
1,37.4748062,127.141566
1,37.5647018,126.841279
1,37.5573329,126.9090955
1,37.5635949,126.8411198
1,37.6414757,127.0671218
1,37.5574695,126.905807
1,37.6585829,127.071974
1,37.6648161,127.081461
1,37.4802665,126.9531416
1,37.4799015,126.9404631
1,37.5574992,126.9056481
1,37.5075335,126.9614799
1,37.5075335,126.9614799
1,37.5404044,126.8619699
1,37.53895929999999,126.863243
1,37.4835549,126.9030185
1,37.53895929999999,126.863243
1,37.4760052,127.1438573
1,37.6620399,127.0700191
1,37.5425881,126.8624524
1,37.5431016,126.8624847
1,37.4859604,126.9168073
1,37.5524171,126.91818
1,37.5500326,126.9102073
1,37.4771342,126.9135742
1,37.5533573,126.9060846
1,37.4760178,127.1412096
1,37.4705176,126.9110621
1,37.4705176,126.9110621
1,37.5565601,126.9003847
1,37.5565601,126.9003847
1,37.4887269,126.9792378
1,37.4805519,127.0372404
1,37.5416444,126.841159
1,37.5575223,126.8559611
1,37.4851703,126.9811618
1,37.5756374,126.890042
1,37.5756374,126.890042
1,37.5783235,126.8935477
1,37.5783235,126.8935477
1,37.5861682,126.922173
1,37.4818746,126.9460696
1,37.4823611,126.9462835
1,37.5861682,126.922173
1,37.5676869,126.9305962
1,37.555194,126.900731
1,37.4994669,126.9288404
1,37.4606057,126.9321674
1,37.5470382,126.87859
1,37.475704,126.9536674
1,37.4762054,126.9540639
1,37.4940977,127.0158607
1,37.4928881,127.0156476
1,37.5995812,126.9207146
1,37.5189205,126.8865797
1,37.4926092,127.018391
1,37.4773782,126.9295879
1,37.4933069,127.0184417
1,37.4954134,127.0202445
1,37.5601392,126.9393431
1,37.5601392,126.9393431
1,37.4791589,126.9418081
1,37.497903,127.0250014
1,37.5646993,126.9394972
1,37.4724635,126.8918637
1,37.566083,126.9303149
1,37.5269397,126.8985416
1,37.4769931,126.897262
1,37.4805426,126.956651
1,37.502421,127.0243045
1,37.5020259,127.0227869
1,37.51153310000001,126.90239
1,37.4985648,126.916752
1,37.5662696,126.827825
1,37.4997202,126.9195459
1,37.5590009,126.8167292
1,37.5578438,126.9436955
1,37.5578438,126.9436955
1,37.568914,126.9157168
1,37.4865004,127.1207895
1,37.4865004,127.1207895
1,37.5734515,126.9094279
1,37.4817748,127.1154865
1,37.5588,126.9422817
1,37.578415,126.9087835
1,37.4835406,127.1146026
1,37.4890363,127.1256086
1,37.4843202,127.1185064
1,37.4835406,127.1146026
1,37.5747818,126.8189606
1,37.47700510000001,127.1182351
1,37.5033123,126.8958538
1,37.4721301,127.0456808
1,37.52617730000001,127.0284764
1,37.5284242,127.0317745
1,37.5283461,127.0315285
1,37.5284242,127.0317745
1,37.5284242,127.0317745
1,37.52617730000001,127.0284764
1,37.4958544,126.8985074
1,37.489308,126.8811107
1,37.4823741,127.0124703
1,37.48245989999999,127.0126517
1,37.48245989999999,127.0126517
1,37.48245989999999,127.0126517
1,37.523629,126.8819855
1,37.4809219,127.0126966
1,37.4671724,126.9080262
1,37.4993966,127.1154912
1,37.5290356,126.8910476
1,37.4689488,126.9069608
1,37.4939166,126.8739513
1,37.5172698,126.8957152
1,37.5082214,126.8847961
1,37.4794313,126.9575235
1,37.4735469,126.9637699
1,37.4735469,126.9637699
1,37.4812506,127.0131738
1,37.4811488,127.0132665
1,37.4816551,127.0129882
1,37.4811488,127.0132665
1,37.4829335,127.0342617
1,37.4829335,127.0342617
1,37.4610144,127.0345456
1,37.4823886,127.0350739
1,37.4841851,127.0338013
1,37.47214719999999,126.9666485
1,37.4711758,126.9670918
1,37.4664531,127.036226
1,37.4842991,127.0352304
1,37.5010398,126.8903967
1,37.476659,127.0453971
1,37.4759725,127.0453824
1,37.5027768,126.9608225
1,37.4759725,127.0453824
1,37.4941785,127.1187582
1,37.4668027,126.8894832
1,37.4668027,126.8894832
1,37.505176,126.8888895
