month,grid_id,count
12,4737_9721,2
12,4738_9705,2
12,4738_9713,2
12,4738_9719,2
12,4738_9726,2
12,4738_9770,2
12,4739_9716,2
12,4739_9753,2
12,4739_9776,2
12,4739_9783,2
12,4740_9715,2
12,4740_9716,2
12,4740_9723,2
12,4740_9758,2
12,4740_9762,2
12,4740_9768,2
12,4740_9769,2
12,4740_9777,2
12,4740_9785,2
12,4740_9787,2
12,4741_9773,2
12,4741_9776,2
12,4742_9708,2
12,4742_9730,2
12,4742_9762,2
12,4742_9767,2
12,4742_9777,2
12,4742_9784,2
12,4743_9723,2
12,4743_9748,2
12,4743_9751,2
12,4743_9762,2
12,4743_9764,2
12,4743_9766,2
12,4743_9772,2
12,4743_9775,2
12,4743_9777,2
12,4743_9792,2
12,4743_9793,2
12,4743_9800,2
12,4744_9772,2
12,4744_9779,2
12,4744_9783,2
12,4744_9793,2
12,4745_9716,2
12,4745_9722,2
12,4745_9726,2
12,4745_9751,2
12,4745_9771,2
12,4745_9776,2
12,4745_9780,2
12,4745_9788,2
12,4745_9789,2
12,4745_9796,2
12,4745_9798,2
12,4746_9723,2
12,4746_9724,2
12,4746_9730,2
12,4746_9755,2
12,4746_9765,2
12,4746_9779,2
12,4747_9704,2
12,4747_9711,2
12,4747_9716,2
12,4748_9748,2
12,4748_9759,2
12,4748_9765,2
12,4749_9705,2
12,4749_9706,2
12,4749_9716,2
12,4749_9727,2
12,4749_9748,2
12,4749_9779,2
12,4750_9706,2
12,4750_9707,2
12,4750_9724,2
12,4750_9760,2
12,4750_9768,2
12,4750_9771,2
12,4750_9779,2
12,4750_9781,2
12,4751_9714,2
12,4751_9749,2
12,4752_9716,2
12,4752_9748,2
12,4752_9756,2
12,4753_9717,2
12,4753_9746,2
12,4753_9749,2
12,4754_9724,2
12,4754_9750,2
12,4754_9755,2
12,4754_9772,2
12,4755_9713,2
12,4755_9714,2
12,4755_9721,2
12,4755_9728,2
12,4755_9730,2
12,4756_9712,2
12,4756_9714,2
12,4756_9715,2
12,4756_9721,2
12,4756_9722,2
12,4757_9711,2
12,4757_9716,2
12,4757_9726,2
12,4757_9728,2
12,4757_9729,2
12,4757_9748,2
12,4758_9710,2
12,4758_9711,2
12,4758_9712,2
12,4758_9715,2
12,4758_9717,2
12,4758_9749,2
12,4758_9752,2
12,4759_9715,2
12,4759_9720,2
12,4759_9729,2
12,4760_9720,2
12,4760_9745,2
12,4762_9712,2
12,4762_9756,2
12,4763_9711,2
12,4763_9764,2
12,4766_9715,2
12,4770_9712,2
12,4771_9718,2
12,4788_9732,2
12,4788_9736,2
12,4789_9722,2
12,4789_9805,2
12,4790_9719,2
12,4790_9723,2
12,4791_9705,2
12,4791_9719,2
12,4791_9734,2
12,4791_9736,2
12,4791_9737,2
12,4791_9804,2
12,4792_9707,2
12,4792_9718,2
12,4792_9814,2
12,4793_9711,2
12,4793_9812,2
12,4794_9710,2
12,4794_9715,2
12,4794_9727,2
12,4794_9805,2
12,4794_9806,2
12,4796_9706,2
12,4796_9707,2
12,4796_9720,2
12,4796_9723,2
12,4796_9725,2
12,4796_9728,2
12,4797_9707,2
12,4797_9709,2
12,4797_9737,2
12,4798_9722,2
12,4799_9709,2
12,4799_9715,2
12,4799_9813,2
12,4799_9816,2
12,4799_9822,2
12,4800_9729,2
12,4800_9817,2
12,4801_9730,2
12,4802_9720,2
12,4802_9725,2
12,4802_9822,2
12,4803_9721,2
12,4804_9808,2
12,4804_9814,2
12,4806_9720,2
12,4806_9725,2
12,4806_9800,2
12,4806_9805,2
12,4806_9810,2
12,4806_9811,2
12,4806_9816,2
12,4807_9785,2
12,4807_9814,2
12,4808_9806,2
12,4809_9815,2
12,4810_9721,2
12,4810_9799,2
12,4811_9758,2
12,4811_9811,2
12,4812_9788,2
12,4813_9729,2
12,4813_9793,2
12,4813_9813,2
12,4814_9791,2
12,4814_9799,2
12,4814_9800,2
12,4815_9726,2
12,4815_9729,2
12,4815_9731,2
12,4816_9791,2
12,4817_9791,2
12,4820_9724,2
12,4824_9727,2
12,4826_9802,2
12,4827_9720,2
12,4827_9723,2
12,4827_9726,2
12,4828_9800,2
12,4829_9722,2
12,4829_9741,2
12,4830_9720,2
12,4830_9727,2
12,4831_9722,2
12,4831_9725,2
12,4831_9728,2
12,4831_9731,2
12,4831_9738,2
12,4832_9711,2
12,4832_9715,2
12,4832_9722,2
12,4832_9727,2
12,4832_9729,2
12,4832_9740,2
12,4834_9739,2
12,4834_9750,2
12,4835_9729,2
12,4837_9710,2
12,4837_9715,2
12,4837_9736,2
12,4837_9738,2
12,4838_9742,2
12,4839_9710,2
12,4839_9748,2
12,4840_9754,2
12,4841_9721,2
12,4841_9745,2
12,4843_9718,2
12,4843_9742,2
12,4843_9744,2
12,4843_9752,2
12,4844_9723,2
12,4845_9718,2
12,4847_9718,2
12,4848_9721,2
12,4849_9720,2
12,4849_9759,2
12,4857_9759,2
12,4858_9755,2
12,4693_9763,1
12,4695_9764,1
12,4696_9764,1
12,4696_9765,1
12,4698_9752,1
12,4698_9754,1
12,4699_9749,1
12,4699_9764,1
12,4700_9751,1
12,4700_9752,1
12,4701_9713,1
12,4701_9746,1
12,4701_9752,1
12,4702_9744,1
12,4703_9742,1
12,4703_9743,1
12,4703_9744,1
12,4703_9745,1
12,4703_9757,1
12,4703_9758,1
12,4703_9764,1
12,4704_9743,1
12,4704_9753,1
12,4705_9745,1
12,4705_9751,1
12,4706_9745,1
12,4706_9751,1
12,4706_9752,1
12,4706_9753,1
12,4706_9760,1
12,4707_9741,1
12,4707_9752,1
12,4707_9754,1
12,4708_9717,1
12,4708_9718,1
12,4708_9753,1
12,4708_9754,1
12,4708_9759,1
12,4708_9762,1
12,4709_9722,1
12,4709_9739,1
12,4709_9752,1
12,4710_9713,1
12,4710_9740,1
12,4710_9745,1
12,4710_9746,1
12,4710_9760,1
12,4711_9742,1
12,4711_9743,1
12,4711_9745,1
12,4711_9746,1
12,4711_9747,1
12,4711_9753,1
12,4711_9755,1
12,4711_9762,1
12,4712_9738,1
12,4712_9739,1
12,4712_9749,1
12,4713_9756,1
12,4713_9757,1
12,4714_9744,1
12,4714_9755,1
12,4714_9760,1
12,4715_9742,1
12,4715_9743,1
12,4715_9752,1
12,4716_9744,1
12,4716_9754,1
12,4716_9757,1
12,4717_9727,1
12,4717_9739,1
12,4718_9739,1
12,4718_9743,1
12,4718_9754,1
12,4718_9756,1
12,4719_9735,1
12,4719_9742,1
12,4719_9744,1
12,4719_9752,1
12,4719_9753,1
12,4719_9756,1
12,4719_9757,1
12,4720_9723,1
12,4721_9739,1
12,4721_9741,1
12,4721_9743,1
12,4721_9754,1
12,4721_9755,1
12,4722_9744,1
12,4722_9751,1
12,4722_9752,1
12,4722_9753,1
12,4723_9751,1
12,4724_9717,1
12,4724_9722,1
12,4724_9737,1
12,4724_9741,1
12,4724_9742,1
12,4724_9750,1
12,4724_9751,1
12,4725_9724,1
12,4725_9739,1
12,4725_9743,1
12,4726_9709,1
12,4726_9729,1
12,4726_9766,1
12,4726_9767,1
12,4726_9768,1
12,4727_9706,1
12,4727_9712,1
12,4727_9723,1
12,4727_9724,1
12,4727_9726,1
12,4727_9729,1
12,4727_9731,1
12,4727_9744,1
12,4727_9745,1
12,4727_9766,1
12,4728_9709,1
12,4728_9710,1
12,4728_9719,1
12,4728_9723,1
12,4728_9729,1
12,4728_9733,1
12,4728_9734,1
12,4728_9735,1
12,4728_9744,1
12,4728_9768,1
12,4729_9704,1
12,4729_9705,1
12,4729_9716,1
12,4729_9720,1
12,4729_9721,1
12,4729_9724,1
12,4729_9726,1
12,4729_9734,1
12,4729_9737,1
12,4729_9766,1
12,4729_9767,1
12,4730_9711,1
12,4730_9717,1
12,4730_9730,1
12,4730_9735,1
12,4730_9763,1
12,4730_9765,1
12,4731_9702,1
12,4731_9703,1
12,4731_9710,1
12,4731_9712,1
12,4731_9720,1
12,4731_9722,1
12,4731_9725,1
12,4731_9728,1
12,4731_9731,1
12,4731_9733,1
12,4731_9766,1
12,4731_9768,1
12,4732_9698,1
12,4732_9699,1
12,4732_9707,1
12,4732_9716,1
12,4732_9722,1
12,4732_9725,1
12,4732_9726,1
12,4732_9731,1
12,4732_9733,1
12,4732_9734,1
12,4732_9737,1
12,4732_9739,1
12,4732_9745,1
12,4732_9767,1
12,4733_9714,1
12,4733_9725,1
12,4733_9726,1
12,4733_9727,1
12,4733_9731,1
12,4733_9735,1
12,4733_9740,1
12,4733_9741,1
12,4734_9704,1
12,4734_9714,1
12,4734_9716,1
12,4734_9732,1
12,4734_9736,1
12,4734_9756,1
12,4735_9693,1
12,4735_9694,1
12,4735_9696,1
12,4735_9711,1
12,4735_9721,1
12,4735_9727,1
12,4735_9728,1
12,4735_9755,1
12,4736_9694,1
12,4736_9695,1
12,4736_9708,1
12,4736_9712,1
12,4736_9713,1
12,4736_9715,1
12,4736_9717,1
12,4736_9719,1
12,4736_9723,1
12,4736_9724,1
12,4736_9729,1
12,4736_9737,1
12,4736_9738,1
12,4737_9706,1
12,4737_9708,1
12,4737_9720,1
12,4737_9725,1
12,4737_9727,1
12,4737_9734,1
12,4737_9739,1
12,4737_9751,1
12,4737_9758,1
12,4737_9759,1
12,4737_9764,1
12,4737_9770,1
12,4737_9773,1
12,4737_9774,1
12,4738_9698,1
12,4738_9700,1
12,4738_9712,1
12,4738_9714,1
12,4738_9715,1
12,4738_9716,1
12,4738_9720,1
12,4738_9733,1
12,4738_9738,1
12,4738_9750,1
12,4738_9751,1
12,4738_9753,1
12,4738_9765,1
12,4738_9767,1
12,4738_9783,1
12,4739_9712,1
12,4739_9714,1
12,4739_9750,1
12,4739_9773,1
12,4739_9781,1
12,4739_9785,1
12,4739_9787,1
12,4740_9710,1
12,4740_9749,1
12,4740_9755,1
12,4740_9763,1
12,4740_9767,1
12,4740_9772,1
12,4741_9713,1
12,4741_9722,1
12,4741_9729,1
12,4741_9731,1
12,4741_9752,1
12,4741_9753,1
12,4741_9761,1
12,4741_9767,1
12,4741_9774,1
12,4741_9779,1
12,4741_9781,1
12,4741_9782,1
12,4741_9786,1
12,4741_9787,1
12,4741_9788,1
12,4741_9790,1
12,4742_9716,1
12,4742_9717,1
12,4742_9719,1
12,4742_9722,1
12,4742_9753,1
12,4742_9754,1
12,4742_9765,1
12,4742_9775,1
12,4742_9779,1
12,4742_9783,1
12,4742_9789,1
12,4742_9801,1
12,4743_9705,1
12,4743_9707,1
12,4743_9708,1
12,4743_9714,1
12,4743_9717,1
12,4743_9719,1
12,4743_9722,1
12,4743_9749,1
12,4743_9761,1
12,4743_9765,1
12,4743_9768,1
12,4743_9774,1
12,4743_9778,1
12,4743_9782,1
12,4743_9786,1
12,4743_9787,1
12,4743_9799,1
12,4744_9714,1
12,4744_9715,1
12,4744_9716,1
12,4744_9723,1
12,4744_9748,1
12,4744_9776,1
12,4744_9782,1
12,4744_9784,1
12,4745_9713,1
12,4745_9717,1
12,4745_9723,1
12,4745_9727,1
12,4745_9735,1
12,4745_9737,1
12,4745_9756,1
12,4745_9757,1
12,4745_9772,1
12,4745_9778,1
12,4745_9782,1
12,4745_9792,1
12,4746_9711,1
12,4746_9717,1
12,4746_9718,1
12,4746_9720,1
12,4746_9721,1
12,4746_9722,1
12,4746_9727,1
12,4746_9728,1
12,4746_9729,1
12,4746_9754,1
12,4746_9760,1
12,4746_9771,1
12,4747_9720,1
12,4747_9723,1
12,4747_9724,1
12,4747_9730,1
12,4747_9748,1
12,4747_9758,1
12,4747_9760,1
12,4747_9764,1
12,4747_9768,1
12,4747_9782,1
12,4747_9785,1
12,4747_9804,1
12,4748_9703,1
12,4748_9711,1
12,4748_9712,1
12,4748_9717,1
12,4748_9718,1
12,4748_9723,1
12,4748_9730,1
12,4748_9754,1
12,4748_9780,1
12,4748_9784,1
12,4749_9717,1
12,4749_9724,1
12,4749_9733,1
12,4749_9757,1
12,4749_9762,1
12,4750_9708,1
12,4750_9710,1
12,4750_9719,1
12,4750_9746,1
12,4750_9748,1
12,4750_9754,1
12,4750_9765,1
12,4750_9770,1
12,4750_9772,1
12,4751_9706,1
12,4751_9707,1
12,4751_9709,1
12,4751_9712,1
12,4751_9726,1
12,4751_9734,1
12,4751_9746,1
12,4751_9747,1
12,4751_9753,1
12,4751_9764,1
12,4751_9769,1
12,4751_9771,1
12,4751_9772,1
12,4751_9774,1
12,4752_9710,1
12,4752_9711,1
12,4752_9718,1
12,4752_9726,1
12,4752_9727,1
12,4752_9730,1
12,4752_9747,1
12,4752_9774,1
12,4753_9706,1
12,4753_9710,1
12,4753_9718,1
12,4753_9747,1
12,4753_9750,1
12,4753_9772,1
12,4753_9773,1
12,4753_9775,1
12,4754_9712,1
12,4754_9716,1
12,4754_9717,1
12,4754_9726,1
12,4754_9745,1
12,4754_9747,1
12,4754_9748,1
12,4754_9759,1
12,4755_9706,1
12,4755_9712,1
12,4755_9717,1
12,4755_9718,1
12,4755_9724,1
12,4755_9726,1
12,4755_9753,1
12,4756_9713,1
12,4756_9716,1
12,4756_9720,1
12,4756_9724,1
12,4756_9727,1
12,4756_9745,1
12,4756_9747,1
12,4756_9750,1
12,4756_9751,1
12,4756_9760,1
12,4756_9774,1
12,4757_9709,1
12,4757_9715,1
12,4757_9721,1
12,4757_9725,1
12,4757_9730,1
12,4757_9759,1
12,4757_9768,1
12,4758_9716,1
12,4758_9723,1
12,4758_9726,1
12,4758_9729,1
12,4758_9751,1
12,4759_9712,1
12,4759_9713,1
12,4759_9721,1
12,4759_9722,1
12,4759_9744,1
12,4759_9745,1
12,4760_9712,1
12,4760_9715,1
12,4760_9719,1
12,4760_9723,1
12,4760_9741,1
12,4761_9710,1
12,4761_9711,1
12,4761_9715,1
12,4761_9728,1
12,4761_9745,1
12,4762_9711,1
12,4762_9717,1
12,4762_9718,1
12,4762_9751,1
12,4762_9752,1
12,4762_9754,1
12,4763_9708,1
12,4763_9710,1
12,4763_9724,1
12,4763_9727,1
12,4763_9751,1
12,4763_9763,1
12,4764_9708,1
12,4764_9714,1
12,4764_9727,1
12,4764_9750,1
12,4765_9717,1
12,4765_9754,1
12,4766_9756,1
12,4767_9716,1
12,4767_9717,1
12,4767_9756,1
12,4767_9764,1
12,4768_9712,1
12,4768_9713,1
12,4768_9714,1
12,4768_9715,1
12,4768_9717,1
12,4768_9754,1
12,4769_9714,1
12,4770_9716,1
12,4777_9716,1
12,4777_9718,1
12,4787_9808,1
12,4789_9718,1
12,4789_9733,1
12,4789_9735,1
12,4789_9806,1
12,4789_9810,1
12,4790_9718,1
12,4790_9732,1
12,4790_9806,1
12,4791_9805,1
12,4792_9706,1
12,4792_9708,1
