month,lat,lon
12,37.4963538,126.9572222
12,37.5033123,126.8958538
12,37.52852439999999,126.8943271
12,37.5140144,126.894043
12,37.5798502,126.9121766
12,37.580792,126.911389
12,37.6144309,126.9176647
12,37.5734585,126.9654074
12,37.5734585,126.9654074
12,37.5883498,126.9450728
12,37.5601212,126.9355152
12,37.5603181,126.9362858
12,37.5603181,126.9362858
12,37.5601258,126.9365307
12,37.6348632,126.919578
12,37.6431319,126.9168406
12,37.6312257,126.9241612
12,37.5093826,126.9255822
12,37.5087465,126.9274984
12,37.5835083,126.9249611
12,37.5074354,127.1343398
12,37.4975907,127.0568596
12,37.5074354,127.1343398
12,37.4975907,127.0568596
12,37.4975907,127.0568596
12,37.5147685,127.0257639
12,37.4972615,127.0567378
12,37.5142186,127.0245417
12,37.4975907,127.0568596
12,37.4975907,127.0568596
12,37.4975907,127.0568596
12,37.4975907,127.0568596
12,37.510641,127.0323159
12,37.5025418,127.0589231
12,37.5025418,127.0589231
12,37.5136787,127.0317124
12,37.5117937,127.0309317
12,37.501813,127.0547192
12,37.5122115,127.0312166
12,37.486868,127.032743
12,37.5122115,127.0312166
12,37.5025418,127.0589231
12,37.484786,127.0321569
12,37.5123391,127.0318538
12,37.486868,127.032743
12,37.486868,127.032743
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4856551,127.031084
12,37.4862957,127.0291731
12,37.4868232,127.0283558
12,37.5305277,127.1214006
12,37.5003162,126.9586215
12,37.5744291,126.9735649
12,37.5076671,126.8944172
12,37.5076671,126.8944172
12,37.507591,126.894418
12,37.5581852,127.1789602
12,37.5718939,126.9634835
12,37.5678201,127.1591391
12,37.5651845,127.1566947
12,37.58302010000001,126.9274596
12,37.525039,126.8888495
12,37.5857584,126.9251641
12,37.5198918,126.8846804
12,37.5886783,126.9446788
12,37.6009343,126.9241671
12,37.4921203,126.9222801
12,37.4921203,126.9222801
12,37.5109479,127.047282
12,37.4921203,126.9222801
12,37.511765,127.0499638
12,37.5109479,127.047282
12,37.4921203,126.9222801
12,37.511765,127.0499638
12,37.5114528,127.0488389
12,37.5982118,126.917091
12,37.508861,127.063149
12,37.5078158,127.0581852
12,37.5025418,127.0589231
12,37.5117609,127.0480327
12,37.4980798,127.0759627
12,37.5939978,126.9148562
12,37.5291419,127.128352
12,37.5109479,127.047282
12,37.5025418,127.0589231
12,37.5109479,127.047282
12,37.5056161,127.0574375
12,37.5109479,127.047282
12,37.6620399,127.0700191
12,37.5025418,127.0589231
12,37.5109479,127.047282
12,37.5109479,127.047282
12,37.5025418,127.0589231
12,37.46838049999999,126.8876536
12,37.5109479,127.047282
12,37.5025418,127.0589231
12,37.5025418,127.0589231
12,37.5109479,127.047282
12,37.4664888,126.8890022
12,37.5109479,127.047282
12,37.5109479,127.047282
12,37.5109479,127.047282
12,37.4974176,127.0653272
12,37.5336256,126.9572207
12,37.5137359,127.0511731
12,37.4974176,127.0653272
12,37.5045178,126.8780096
12,37.4701161,126.883387
12,37.49387,127.061371
12,37.5045178,126.8780096
12,37.523781,126.8856649
12,37.6620399,127.0700191
12,37.4783251,127.1404312
12,37.66273410000001,127.069523
12,37.5840836,126.8941125
12,37.4764108,127.1420412
12,37.58530289999999,126.8931589
12,37.5235061,126.883993
12,37.58530289999999,126.8931589
12,37.5050426,126.9420706
